x,y,ISL,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,BAD_FLAG
-159.994606,-0.38207298,JAR,85594.50145,105024.2018,98404.30173,112363.302,96641.90169,97107.40161,113406.3021,106344.3018,106766.4019,115612.202,116637.002,106254.4019,94065.10165,89278.80159,104862.9019,85823.70147,84197.00144,85748.20152,88255.60151,82895.10144,87806.60148,84610.30146,76692.00135,80697.60146,75601.90127,76112.0013,77132.80132,92670.00158,90603.50158,90501.40159,90304.40156,100041.7017,118912.9021,82346.70142,0
-159.9901206,-0.382076362,JAR,90288.50152,108664.6018,103946.9018,115576.602,100131.2018,102066.4017,116161.3021,114259.302,111610.7019,122578.6022,120822.6021,114472.702,99031.90172,94133.00167,108387.6019,90400.80154,87372.9015,91562.60163,95742.60166,87060.20151,95039.60158,89386.50155,84012.40148,89660.60163,82255.60138,83528.20142,84962.00145,100733.6017,98644.70173,99572.40174,94573.70163,107851.2019,125048.3022,92730.2016,0
-159.9856431,-0.382115827,JAR,114709.0019,119039.702,122814.9022,122059.1021,114862.402,121421.202,127028.2023,122463.6021,129243.7023,133742.8024,130219.3022,136206.4024,108574.7019,109914.5019,116813.6021,108788.3019,94715.70161,98893.80175,109202.5019,123552.8021,116275.5019,103753.7018,113015.702,105025.9019,100239.7017,97309.80167,99448.50168,117968.302,127253.8023,116210.302,112773.102,127342.0022,133480.1024,122526.7022,0
-159.9811773,-0.38235475,JAR,118825.102,125137.5021,126062.5022,125772.4022,120713.5021,126527.3021,131638.2024,126083.0022,136851.6024,138577.7025,134437.8023,144458.8025,112983.702,117985.8021,119991.2021,110799.9019,99330.20171,105767.3019,118314.202,129607.0022,122106.402,104310.5018,119783.5021,111951.902,103381.8017,98949.3017,105850.3018,121737.8021,132027.4023,117840.2021,115606.602,133995.7024,136022.9024,125174.3022,0
-159.9767348,-0.382345265,JAR,123534.1021,141244.7024,133944.3023,133514.2023,141403.2025,134979.5022,145664.4026,138185.9023,152483.6027,149931.0026,140920.7024,149046.9026,126702.9022,132792.1023,130834.1023,120446.8021,108309.2019,114206.702,128582.3022,142986.3025,134659.6022,115480.002,124311.6022,125215.4022,117840.702,107938.9018,115524.802,126601.1022,138579.2024,124854.6022,124297.8022,138515.6024,139012.9025,131479.9023,0
-159.9726431,-0.381790994,JAR,137536.3023,170449.2029,150365.6026,155095.2027,160506.0028,150823.2025,160125.4029,164127.3028,173267.303,164787.3029,159399.6027,158384.2028,144713.9025,149732.1027,149545.9027,131984.1023,128139.9022,138030.2025,146364.0025,172981.003,146532.9024,133717.9023,136826.3024,140617.0025,135934.6023,139280.6024,137369.7024,138378.2024,151622.6027,136401.0024,138663.0024,151198.3027,155193.2027,144642.1026,0
-159.9714466,-0.377572131,JAR,142738.7024,176604.903,159841.5028,160814.1028,173496.6031,157987.4026,163495.503,168693.7028,177146.3031,170590.703,161924.4028,160604.3028,155621.8027,155699.8028,156500.4028,136771.7024,134345.6023,142092.3025,152739.1026,180358.5031,146830.3024,142981.6024,143147.2025,142682.2025,143604.8025,143430.2024,144396.3025,140024.1024,154685.8027,141619.9025,142058.8025,156050.9027,159910.6028,146699.5026,0
-159.9729828,-0.373437086,JAR,141476.1024,175621.303,162705.3028,160086.5027,176419.2031,159712.6027,162018.6029,169605.9029,175364.703,171734.403,160691.7027,160457.8028,155821.7027,156630.4028,155194.8027,136544.0024,136389.5023,142303.4025,153839.5026,180985.0031,145320.9024,144230.2025,143788.6025,141671.7025,144074.0025,143988.5024,143478.0024,140013.2024,154070.7027,141869.9025,142755.8025,154796.9027,159306.2028,145811.0026,0
-159.9759077,-0.3700827,JAR,139533.0024,173668.203,162929.7028,159009.9027,177528.6031,159696.0027,160977.3029,167700.9028,174053.203,171806.603,159334.5027,159625.9028,153923.2027,155697.8028,153758.7027,135475.4023,136765.2023,141991.4025,152931.5026,181407.1031,144283.6024,144624.8025,143178.3025,141415.6025,144042.9025,142714.0024,142750.8024,139421.9024,152527.6027,141695.9025,142019.6025,153764.9027,159206.9028,144759.7025,0
-159.9792169,-0.36717456,JAR,135629.7023,168945.1029,160248.3028,154624.5026,176786.3031,157561.1026,158312.1029,162398.2027,170935.903,168977.603,155473.1027,156756.4027,149932.1026,152762.7027,147206.0026,131696.1023,135597.6023,140137.6025,149453.6025,179465.303,141926.3023,144100.6024,141848.3025,138555.9024,141382.1024,139146.0023,139358.4024,138019.9024,151748.3026,139121.2024,139827.7025,150019.6026,156811.5028,140839.6025,0
-159.983106,-0.365016239,JAR,106047.6018,136888.7024,135218.3024,106631.0018,141992.5025,120124.502,117251.0022,132369.7022,120907.1021,131105.3023,118314.202,114330.402,113570.102,112266.202,96358.5017,98309.70174,109910.1019,118017.0021,117684.802,147659.3025,103415.6017,121629.202,125016.7022,114956.602,110657.7019,115381.6019,114225.3019,100332.4017,120725.3021,107763.4019,107396.8019,114418.702,112538.102,115065.702,0
-159.9873552,-0.363704761,JAR,96227.70162,120637.2021,117896.5021,81425.20134,122821.5022,100709.3017,101370.6019,120207.302,106902.8018,114586.902,99553.50174,90885.80157,100189.2018,100462.7018,83675.10147,86797.40153,101987.0017,107907.2019,99160.30169,128139.2021,87459.50142,102157.7017,107131.2019,96843.00166,98838.30174,101641.9017,102074.8017,89807.40153,108041.0019,93467.20159,93969.60169,103290.6018,99892.0017,101959.9018,0
-159.9917081,-0.362665219,JAR,95488.4016,120962.0022,115708.702,81772.60134,119042.0021,98654.30163,100249.9018,120079.502,104460.4018,112058.902,100634.0018,88969.10155,98062.50171,99993.90179,82347.20143,84694.10149,99665.10168,101395.8018,97488.70165,121119.102,86814.60141,99491.60167,102453.1018,95620.00164,95629.30168,100227.0016,101142.9017,87183.30148,104659.7018,88730.40152,90571.80163,102483.1018,97676.10167,99256.90175,0
-159.9960307,-0.361546747,JAR,98231.30164,122423.6022,116900.702,84311.7014,117247.7021,98522.50162,101272.9018,121420.002,106778.3018,111029.7019,103322.8018,88832.50154,98796.10172,101421.0018,85384.60149,85825.8015,99087.60168,98304.30173,98369.30168,117518.202,87612.50143,98871.00167,101642.2018,96167.50165,95408.20167,100784.4017,102792.7017,87392.50149,102381.1018,85164.90146,90153.80163,102812.7018,95813.00164,98081.00173,0
-160.0004827,-0.361295839,JAR,103076.3017,120679.4022,118084.8021,87376.40145,113641.102,96186.00158,99575.30181,124168.9021,107551.6019,100121.1018,104713.1018,88821.10155,101232.1018,102365.2018,89336.50158,88418.30155,96814.80163,94534.40166,99280.5017,113591.4019,86255.20142,96314.10163,101659.9017,94987.50164,92619.00163,102204.8017,103058.6017,84875.60144,100061.7018,79103.90136,85627.30155,95922.10168,87842.20151,96266.3017,0
-160.0045344,-0.362852289,JAR,96995.30164,109666.902,104231.4018,87387.20146,104870.6018,88693.20146,84952.60154,110486.6018,102888.4018,83554.40149,91723.6016,81792.70142,91963.40161,100723.6018,90895.40161,84298.00149,89569.9015,81603.40144,96887.90166,112597.1019,79704.70133,84917.30144,91277.90157,88736.80154,89077.50156,95571.20157,96684.50162,75353.00128,93635.60166,74203.60127,77993.70141,86722.80151,78679.90135,92659.60165,0
-160.00688,-0.366627347,JAR,77801.70131,87584.80156,80711.00142,71288.7012,94965.20165,71553.30119,65078.20117,78749.60127,86305.20149,64743.00114,64163.0011,63519.50108,81352.10144,88523.0016,77205.70136,69341.10121,69463.70116,59053.80103,80287.70136,105799.0018,65870.30111,66620.20112,71902.70124,68006.90117,73676.1013,80071.80133,76400.5013,55183.70095,70955.40127,56460.30097,64560.30118,73126.40127,51101.70087,73866.00132,0
-160.0088627,-0.370181169,JAR,69065.60115,85009.20151,69999.90124,67672.90116,85683.60148,63368.30105,61968.20111,71140.10115,78674.60134,57767.70099,58526.40099,55985.20093,75172.70134,83076.80152,72625.40127,63294.70112,63304.20106,54344.60096,71841.60121,90729.60156,50475.30085,56577.10095,54553.80091,55395.40094,64187.40114,68326.30114,68103.00118,44855.10077,45892.00078,40061.50069,54372.70098,59981.70104,45386.10076,46979.70083,0
-160.0121958,-0.372806196,JAR,105319.9018,131393.9022,107566.4019,126935.9022,127552.0022,106402.8018,109227.9019,105758.3017,135529.7023,105756.3018,104840.9017,106494.6018,118914.3021,130819.7024,129721.3023,100663.8017,92944.20157,80536.20145,110986.3019,130051.5023,95916.10163,85941.70147,76856.90132,87327.70156,99572.90172,96885.90163,96985.10169,88366.9015,82551.80142,78110.00135,91166.10161,100374.9017,97326.40173,79216.70139,0
-160.0137454,-0.376104897,JAR,106247.1018,133625.3023,113048.102,143356.8025,138543.9024,117625.202,120107.7021,114537.2019,142534.1025,111806.202,115600.5019,122304.0021,127668.6023,136608.2025,137320.8024,109178.5019,98222.20167,90172.90162,122694.1021,134735.3023,101967.8017,99034.30168,84683.90148,96345.90171,106106.9018,106636.7018,105138.3018,92142.70159,87964.20152,85548.5015,101915.7018,105273.3018,102683.9018,83737.70144,0
-160.0151655,-0.378183879,JAR,108810.3018,145556.1025,123571.6022,146207.0026,155847.3027,129648.2022,138102.5025,122012.202,152525.5026,139459.8024,123072.002,130172.3022,138506.8024,143368.5026,142230.0025,114013.402,112308.7019,105770.7019,129181.0022,148209.3026,110717.0018,110216.8019,95202.30165,104463.5018,115226.802,112337.9019,112508.102,103578.6018,102570.5018,105485.2018,117018.7021,125733.2022,124883.6022,96926.50168,0
-169.4951486,16.68784869,JOH,102047.1018,109452.702,114871.4019,123151.2021,86626.60158,99865.30169,114704.002,131960.0024,110231.3019,90921.10163,91104.60159,127035.6022,109808.1019,81724.00147,95492.9017,134040.7024,76279.8013,83120.90141,118404.1021,144406.8024,126912.8021,104867.8018,120976.9021,110309.0021,94446.40165,90568.40163,90742.70157,122344.8021,129536.9023,105822.9018,109160.402,122480.1022,122542.4021,120461.902,0
-169.4959807,16.6915893,JOH,100468.8018,108593.702,113112.7019,118664.702,85028.10155,99368.90169,112281.8019,130597.1023,107149.4019,88849.0016,90236.00158,124944.3021,109307.3019,79784.60144,94258.20168,131773.5023,75432.10129,81192.80138,115725.902,143922.1024,126551.7021,104423.9018,118588.4021,109433.502,92146.40163,87265.40157,90308.80156,121155.8021,128706.9023,104535.5018,107502.002,121577.9022,121130.9021,119758.302,0
-169.4957039,16.6943956,JOH,98632.20177,107858.202,110717.6019,114280.702,83542.80152,98561.70167,108070.1019,129559.2023,103753.4018,87603.40157,89027.70156,122397.5021,109051.2019,78497.50142,93471.10166,129951.9023,74019.10126,79857.10136,113954.102,143401.0024,126029.6021,103691.8018,117381.5021,107856.202,91084.50161,85600.40154,89707.30155,118944.602,127588.1023,102662.9018,106402.3019,119805.3021,120394.0021,119156.902,0
-169.4927436,16.69684191,JOH,98407.00177,107577.2019,110352.4019,114152.402,83509.10152,98518.80167,108046.9019,129511.1023,103642.0018,87542.70157,88967.00156,122282.4021,108974.2019,78368.50141,93375.90166,129149.9023,74009.50126,79744.30136,113926.102,143386.6024,125995.3021,103673.6018,117381.5021,107836.402,91016.80161,85504.40154,89707.30155,118882.802,127562.2023,102584.2018,106329.6019,119674.2021,120307.3021,119042.402,0
-169.4915031,16.69462188,JOH,100305.6018,108417.602,112707.3019,118573.602,84997.50155,99236.30168,112242.0019,130519.6023,106954.9019,88849.0016,90098.70158,124903.8021,109307.3019,79724.40144,94190.50168,131351.3023,75421.60129,81152.20138,115648.602,143922.1024,126536.0021,104423.9018,118569.1021,109433.502,92085.40163,87074.80156,90308.80156,121127.5021,128706.9023,104492.9018,107376.002,121485.6022,121029.7021,119661.702,0
-169.4892439,16.69517614,JOH,100515.2018,108500.802,112753.3019,121192.5021,85641.90156,99389.90169,113902.602,131030.4023,107730.8019,89746.20161,90417.30158,126011.3022,109383.1019,80324.40145,94567.90168,132272.1023,75907.2013,82094.4014,116893.502,144127.3024,126641.6021,104616.5018,119152.9021,109804.302,92953.80164,88280.40159,90412.10157,121616.6021,129083.1023,105087.3018,108025.602,121947.3022,121301.7021,119918.402,0
-169.4856662,16.69521698,JOH,102050.7018,109249.702,113464.5019,123871.1021,87028.90159,99774.20169,115446.402,132280.0024,110059.2019,91673.70164,91260.0016,127824.0022,109729.6019,81549.60147,95581.1017,133700.0023,76458.50131,83500.10141,118982.4021,144713.3024,127167.8021,104955.4018,121372.3021,110720.3021,96278.10168,91160.20163,90992.80158,123200.9021,129967.3023,106208.9019,109327.702,122480.9022,122184.8021,120236.802,0
-169.4847327,16.69818146,JOH,101361.9018,108660.702,113068.4019,122554.0021,86345.40158,99572.30169,114641.002,131672.9023,109002.1019,90800.20162,90673.60159,126624.4022,109505.4019,81047.90146,95050.5017,132097.7023,76236.1013,82686.70141,118174.002,144356.6024,126826.4021,104812.6018,120932.7021,110189.2021,94223.90165,89747.90161,90729.20157,122192.6021,129475.8023,105620.5018,108741.102,122148.4022,121771.7021,119890.002,0
-169.4825708,16.69883879,JOH,101361.9018,108660.702,113068.4019,122554.0021,86345.40158,99572.30169,114641.002,131672.9023,109002.1019,90800.20162,90673.60159,126624.4022,109505.4019,81047.90146,95050.5017,132097.7023,76236.1013,82686.70141,118174.002,144356.6024,126826.4021,104812.6018,120932.7021,110189.2021,94223.90165,89747.90161,90729.20157,122192.6021,129475.8023,105620.5018,108741.102,122148.4022,121771.7021,119890.002,0
-169.4821285,16.69834164,JOH,101871.5018,109115.002,113308.8019,123729.4021,86995.20159,99758.00169,115446.402,132209.9024,109961.9019,91633.90164,91122.70159,127698.5022,109672.2019,81461.80147,95454.2017,132704.4023,76458.50131,83401.30141,118954.4021,144713.3024,127152.9021,104937.2018,121372.3021,110694.0021,96232.60168,90991.40163,90992.80158,123187.1021,129952.8023,106160.0019,109253.402,122418.1022,122055.1021,120093.802,0
-169.480327,16.69851602,JOH,102483.3019,109468.102,113667.0019,125221.1021,87693.5016,99965.8017,116548.002,132638.0024,111155.4019,91981.00165,91526.9016,128959.8022,109901.0019,81877.40148,95900.00172,133449.2023,76679.30131,85024.10145,119480.6021,145007.9024,127345.5021,105117.7018,121710.5021,110854.3021,96732.50169,92620.50165,91123.70158,124099.7021,130186.5023,106461.2019,109699.502,122719.0022,122356.8021,120435.202,0
-169.4770421,16.70025903,JOH,102900.9019,109560.602,113916.7019,125856.4021,88023.3016,100220.9017,117406.902,132892.0024,111892.202,92300.70165,91787.4016,129748.2022,110051.4019,82168.80149,96535.30172,133883.4024,76846.70131,86201.70148,120102.7021,145148.2024,127600.4021,105213.8018,122347.1021,111086.5021,98057.50171,93897.90169,91221.20158,125204.4021,130486.3023,106686.0019,110090.002,122928.5022,122580.8021,121345.202,0
-169.475498,16.70253017,JOH,102402.2019,109149.302,113540.6019,125036.1021,87662.2016,99944.1017,116524.602,132411.2024,110890.2019,91931.70164,91289.50159,128927.1022,109890.1019,81794.10148,95827.30171,132847.7023,76679.30131,84952.60145,119480.6021,145007.9024,127345.5021,105082.1018,121685.8021,110829.1021,96592.00169,92425.50165,91096.50158,124086.1021,130149.4023,106445.3019,109589.302,122640.4022,122332.9021,120332.502,0
-169.4736006,16.70540026,JOH,102262.9019,108936.002,113493.6019,124884.1021,87559.3016,99891.0017,116485.702,132203.0024,110489.6019,91862.10164,91186.00159,128832.3022,109824.2019,81736.70148,95779.70171,132136.3023,76620.00131,84816.60145,119439.5021,144993.6024,127324.4021,105082.1018,121671.1021,110807.7021,96506.80169,92220.90164,91096.50158,124067.5021,130149.4023,106421.3019,109450.502,122531.4022,122302.1021,120259.102,0
-169.4721699,16.70224408,JOH,104132.0019,109909.002,114822.7019,127258.9022,88913.40162,100465.5017,119034.602,133608.7024,113488.802,93382.30167,93072.20162,131526.1023,110419.9019,82657.8015,97368.30174,134102.7024,76993.90131,88445.40153,121577.8021,145405.4024,128057.2021,105620.8018,123072.3022,111590.3021,100351.7017,96245.50173,91492.20159,126341.3022,131031.0023,107096.8019,111181.202,123353.0022,123096.0021,123416.9021,0
-169.4705968,16.70264755,JOH,105000.3019,110321.802,115660.902,127875.4022,89235.30162,100575.8017,119410.802,134153.3024,114691.602,94820.3017,93824.40163,132698.1023,110625.7019,82759.1015,97553.60174,134276.1024,77061.50132,89133.40155,122986.9021,145556.5024,128240.7021,106009.4018,123377.7022,111793.0021,101148.2018,97308.20177,91593.20159,126889.4022,131083.7023,107514.1019,112394.6021,123519.4022,123272.3021,124418.3021,0
-169.4688159,16.70509842,JOH,104889.5019,110173.602,115643.902,127768.9022,89147.80162,100544.6017,119410.802,134042.8024,114466.302,94800.5017,93756.40163,132622.5023,110591.2019,82743.6015,97520.50174,133805.8024,77026.50131,89050.30155,122959.2021,145556.5024,128219.6021,106009.4018,123377.7022,111793.0021,101111.4018,97208.50176,91593.20159,126889.4022,131083.7023,107514.1019,112361.6021,123519.4022,123258.8021,124365.8021,0
-169.469158,16.70864041,JOH,102632.2019,109041.002,113642.4019,125454.9021,87780.0016,99958.80169,117368.002,132261.3024,111264.8019,92067.90165,91443.70159,129609.7022,109946.4019,82029.70149,96369.10172,132353.5023,76774.70131,85928.90147,119998.6021,145133.9024,127579.3021,105164.9018,122293.5021,110985.7021,97784.1017,93480.10168,91194.00158,125158.7021,130460.2023,106627.0019,109894.902,122682.0022,122525.7021,121142.202,0
-169.4680176,16.71007696,JOH,102187.2019,108787.302,113335.0019,124696.6021,87434.4016,99703.70169,116485.702,131902.3024,110368.5019,91748.20164,91112.20159,128805.1022,109796.0019,81711.90148,95702.90171,131711.8023,76607.30131,84722.00144,119376.5021,144993.6024,127324.4021,105051.3018,121632.2021,110741.0021,96416.80168,92108.70164,91096.50158,124054.0021,130134.8023,106386.3019,109412.002,122438.2022,122277.8021,120165.102,0
-169.4646791,16.71124729,JOH,103103.0019,109128.802,114044.2019,126067.6021,88167.80161,100019.4017,117956.102,132465.1024,111936.202,92333.60165,92215.50161,130586.1022,110081.7019,82261.3015,96909.20173,132406.8023,76834.90131,87481.70151,120662.2021,145237.6024,127783.7021,105379.9018,122792.5022,111183.4021,99541.30173,94614.2017,91360.10158,125676.4021,130735.7023,106837.4019,110186.702,122902.7022,122731.5021,122083.002,0
-169.4664276,16.71173669,JOH,102142.3019,108701.902,113287.9019,124637.0021,87376.6016,99619.70169,116485.702,131699.8024,110314.6019,91655.50164,91073.90159,128789.3022,109776.3019,81661.50148,95702.90171,131405.0023,76532.30131,84679.10144,119354.7021,144993.6024,127324.4021,105034.6018,121632.2021,110706.8021,96397.30168,92090.10164,91096.50158,124054.0021,130134.8023,106335.5019,109291.002,122438.2022,122264.3021,120073.602,0
-169.4656766,16.71329916,JOH,101365.4018,108319.6019,112906.3019,123063.9021,86619.50158,99382.40169,115384.102,131175.9023,109096.6019,91289.60163,90620.10158,127528.0022,109441.2019,81194.20147,95204.5017,130411.6023,76293.8013,82982.5014,118762.6021,144699.0024,127097.5021,104854.1018,121294.0021,110452.2021,95876.30168,90303.10162,90965.60158,123128.0021,129901.1023,105934.7019,108823.002,122087.2022,121945.3021,119732.202,0
-169.4633952,16.71338569,JOH,102422.2019,108926.402,113571.9019,125313.9021,87663.4016,99845.30169,117368.002,131963.0024,111186.4019,91956.40164,91355.80159,129593.9022,109820.4019,81927.60148,96316.50172,131798.1023,76682.00131,85812.20147,119910.9021,145133.9024,127545.0021,105148.2018,122293.5021,110857.2021,97743.5017,93303.60167,91194.00158,125145.3021,130460.2023,106476.6019,109752.002,122631.9022,122494.9021,121050.702,0
-169.4606382,16.71561153,JOH,102894.1019,109080.802,114000.6019,125892.7021,88044.40161,99945.8017,117956.102,132185.5024,111867.2019,92256.50165,92165.9016,130586.1022,109931.9019,82200.30149,96819.10173,132070.2023,76790.50131,87346.6015,120516.7021,145237.6024,127732.0021,105379.9018,122792.5022,111031.2021,99512.90173,94420.70169,91360.10158,125644.7021,130735.7023,106711.7019,110092.602,122837.4022,122714.2021,122066.102,0
-169.4577205,16.71678014,JOH,104531.5019,109826.402,115364.602,127301.4022,88826.30161,100177.8017,119371.902,133162.3024,114047.002,94467.00169,93559.20162,132560.3023,110362.1019,82565.5015,97339.10174,132496.8023,76870.10131,88724.80154,122715.5021,145542.2024,128167.9021,105961.9018,123324.1022,111518.5021,100925.1018,96779.30176,91593.20159,126825.6022,131069.1023,107278.6019,112002.2021,123251.9022,123186.4021,124142.5021,0
-169.4544185,16.71752898,JOH,108632.702,110954.502,117070.902,130232.3022,90178.80163,100867.8017,123134.2021,135053.8024,119849.4021,97964.50173,95823.90167,135603.5023,111207.5019,84042.10153,101937.8018,133163.7023,77405.90132,90914.60159,125739.1022,146211.4024,129298.2021,106813.5018,124414.9022,112990.3021,104057.3018,98972.70181,92120.0016,128904.8022,131963.3023,108378.4019,115593.4021,124562.2022,124679.5021,127049.7021,0
-169.4536125,16.71478858,JOH,111600.702,111704.502,117823.502,132240.9023,91168.60166,101498.0017,125040.3021,136538.5024,122046.3021,101284.7018,97219.6017,137296.1024,111694.2019,84843.50154,102956.0018,133987.1024,77884.20132,92046.6016,127784.0022,146865.2024,130653.1022,107374.5018,125032.3022,113730.8021,105821.1018,100771.1018,93389.30163,131016.8022,132802.2023,109277.0019,118177.6022,125742.3022,125678.5022,129576.8022,0
-169.4502776,16.71593366,JOH,112585.102,112373.102,118298.402,133728.8023,91310.20166,101745.9017,126177.0021,136804.7024,123037.6021,102198.7018,97675.20171,138644.6024,111782.4019,85205.40155,103630.7018,134202.5024,78431.80134,92406.60161,128500.7022,147410.7024,130881.8022,108313.2019,125504.1022,114271.8021,106623.7019,101809.3018,94218.70165,132380.1023,133606.4024,109558.0019,120003.8022,127248.5023,126164.3022,130812.4022,0
-169.4479211,16.71770731,JOH,113040.102,112720.402,118448.102,134356.7023,91497.10167,101911.9017,126698.8022,136950.3024,123392.9021,102547.7018,98030.20172,139681.4024,111906.5019,85501.20156,103884.3018,134330.0024,78772.40134,93289.20163,129052.6022,147920.6025,131020.8022,108482.3019,125747.2022,114628.5021,107158.4019,102392.8019,94826.90166,133038.6023,134362.6024,109795.7019,120718.8022,127713.3023,126397.4022,131472.2022,0
-169.4452809,16.7198131,JOH,113718.902,113529.002,119032.202,135132.1023,91877.10167,102239.2017,128520.0022,137023.6024,124673.9022,103285.7018,99612.10175,141405.9024,112296.6019,86066.30157,104691.5019,134428.1024,79438.10135,94514.90165,129911.2023,149236.4025,131211.6022,108834.5019,126236.3022,115204.7021,108157.3019,103964.1019,95685.10167,134187.6023,135431.2024,110045.3019,122294.0022,128226.8023,126890.7022,132634.6022,0
-169.4439158,16.72214239,JOH,113669.902,113451.402,119005.702,135083.9023,91750.70166,102223.7017,128505.6022,136935.6024,124635.2022,103264.1018,99572.00174,141386.9024,112268.7019,85998.80157,104691.5019,134364.7024,79438.10135,94439.50165,129878.5023,149201.5025,131211.6022,108834.5019,126236.3022,115204.7021,108141.6019,103900.1019,95685.10167,134187.6023,135431.2024,110045.3019,122224.2022,128135.6023,126890.7022,132617.1022,0
-169.4422023,16.72416764,JOH,113545.002,113321.202,118911.402,134870.7023,91625.80166,102125.5017,128467.5022,136707.9024,124595.5022,103243.4018,99487.60174,141357.1024,112184.4019,85857.20157,104562.0019,134159.5024,79421.10135,94352.60165,129778.9023,149201.5025,131190.7022,108818.1019,126236.3022,115077.6021,108101.6019,103868.6019,95666.60167,134147.8023,135431.2024,110006.0019,122132.6022,128021.8023,126877.1022,132617.1022,0
-169.4432645,16.72756519,JOH,112231.302,112007.302,117978.302,132900.2023,90748.90165,101466.5017,126124.5021,135250.4024,122572.8021,102067.3018,97133.4017,138442.4024,111342.7019,84877.90154,103288.8018,133551.5023,78360.60133,91898.1016,128038.5022,147329.4024,130803.9022,108280.8019,125461.9022,113989.2021,106495.0019,101599.9018,94173.10165,132255.4023,133578.7024,109456.0019,119507.3022,126777.7023,126100.9022,130723.2022,0
-169.4427059,16.73008688,JOH,110952.102,110898.802,117332.902,130776.3022,90282.10165,101000.3017,124964.7021,134043.0024,121222.4021,101118.4018,96614.30169,136907.8023,110971.6019,84365.80153,102413.8018,132804.1023,77761.10132,91304.90159,127143.9022,146735.8024,130424.4022,107327.7018,124960.9022,113253.9021,105663.8018,100283.4018,93326.50163,130861.5022,132749.1023,109000.2019,117577.6022,124919.9022,125331.8021,129447.1022,0
-169.4403851,16.72781841,JOH,113429.602,113199.502,118792.802,134484.3023,91448.10166,102047.0017,128467.5022,135865.3024,124305.3022,103212.6018,99120.60174,141222.5024,111900.4019,85786.70157,104443.1019,133909.4024,79393.60135,94147.60164,129568.3023,149171.3025,131171.0022,108802.1019,126194.1022,114992.7021,108035.9019,103790.3019,95653.00167,134098.9023,135403.5024,109969.4019,121869.7022,127826.7023,126827.3022,132562.3022,0
-169.4388532,16.72621106,JOH,114756.102,114014.202,119620.902,135968.5023,92247.40167,102556.8017,133814.4023,136969.6024,126091.5022,103735.8018,101844.5018,146204.7025,112590.0019,87058.10159,106285.2019,134233.1024,80219.00136,95546.80167,130639.0023,150602.3025,131801.7022,109587.3019,126909.3022,115698.2022,108970.7019,104810.1019,96788.40168,136015.5023,137012.5024,111261.8019,123604.9023,128723.4023,127907.0022,133547.9022,0
-169.4362069,16.72724393,JOH,116240.5021,114713.502,120716.102,137589.7023,92996.40168,103020.7018,136034.2023,137251.9024,128845.6022,104502.9018,103796.7018,149503.0025,112849.3019,88365.00162,108304.0019,134547.0024,80980.60138,98343.50172,131793.1023,151695.1025,132639.8022,110128.0019,127545.0022,116386.3022,111066.9019,105819.2019,97812.2017,137960.1023,139101.1024,112142.902,125457.3023,129456.6023,128951.8022,134197.5023,0
-169.4338113,16.72822253,JOH,117230.1021,115339.902,120905.902,138436.2024,93442.50168,103330.3018,137082.8023,137566.4024,130241.6023,107153.0019,105361.1018,152139.2026,113075.302,89273.70164,109585.3019,134657.7024,82116.00141,100240.2017,132537.6023,152256.2025,133304.8022,110448.5019,128088.1022,116886.5022,112264.202,106745.4019,98255.30171,138403.9024,140058.0025,112640.602,126781.3023,129815.9023,130041.6022,134720.5023,0
-169.4317494,16.72749162,JOH,119423.4021,116238.3021,121300.302,140678.6024,94628.40171,104311.0018,140695.0024,139172.5025,133491.7023,109705.9019,109672.3019,156077.8027,114343.602,90714.60166,111574.002,135250.0024,83064.90143,104557.3018,134611.8023,153971.3026,134165.0022,111066.5019,129232.0023,117675.9022,113825.702,108609.202,99434.20173,139366.9024,142206.5025,113359.502,128086.0023,131367.8023,131155.0023,135490.4023,0
-169.4305573,16.73010954,JOH,119359.6021,116150.7021,121209.302,140365.8024,94503.60171,104248.0018,140695.0024,138509.0025,133239.8023,109675.1019,109369.5019,155983.3027,114133.402,90665.60166,111455.102,135070.2024,83037.40143,104393.6018,134473.5023,153971.3026,134145.3022,111050.5019,129204.4023,117626.7022,113783.202,108566.202,99420.60173,139318.0024,142193.5025,113343.802,127928.6023,131218.1023,131137.8022,135453.4023,0
-169.4279242,16.73143043,JOH,123484.3022,116804.7021,121790.7021,141628.5024,95577.60174,105390.1018,143506.0024,139088.1025,135460.2023,112353.902,116185.102,160219.7027,115371.202,92122.30168,113126.602,135630.0024,83384.30143,109164.9019,136458.2024,155506.7026,134713.3022,111864.7019,130449.7023,118313.5022,115240.302,110913.102,100749.2018,140624.9024,144240.6025,114137.902,130120.6024,132961.3023,132109.6023,137078.9023,0
-169.4247118,16.73137554,JOH,126494.9023,118651.6021,122876.7021,144847.8025,96971.30176,107289.4018,147487.1025,141408.6025,138823.9024,115978.602,119953.8021,166051.4028,117542.402,95387.70174,115682.802,136669.6024,84984.00146,116701.402,140321.2024,156462.8026,136280.6022,112779.2019,132189.7023,122048.5023,116812.702,112687.702,104398.2018,143389.8025,146295.6025,116098.702,132613.0024,134572.9024,134113.6023,139539.8023,0
