x,y,ISL,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,BAD_FLAG
145.6769936,18.8103506,AGR,149229.2026,143573.2025,121434.3021,143028.1025,110982.802,112496.002,139753.8025,145054.3024,135759.7023,116463.7021,148442.8025,157330.1028,143139.1024,139798.3023,132624.7023,123656.9021,104701.6018,133298.9023,148959.4026,112658.902,101279.1018,111284.2018,108884.302,122570.2022,127004.0021,122994.9021,108354.4019,125096.6022,121882.8021,105056.4018,110885.2018,121840.8021,119056.502,117689.3021,0
145.6723236,18.81076399,AGR,146897.5026,142395.2024,117526.202,142433.4025,110550.3019,111286.902,138534.3025,143948.5024,134886.6023,116245.1021,147544.1025,150077.8026,138900.8024,136405.8023,131590.6023,122636.702,104295.3017,129668.5022,142152.9025,112467.902,100351.7017,110498.7018,108101.302,115857.002,126116.3021,122118.602,107531.2019,123634.6022,121216.402,104240.7018,109817.6018,121738.1021,118693.902,116647.202,0
145.6678498,18.81202161,AGR,145784.3026,141879.9024,116979.802,142256.8025,110104.0019,111044.802,138121.1024,143170.9024,134593.3023,115843.9021,147315.5025,148967.9026,136803.2023,135218.7023,131084.3023,122673.402,103795.3017,129320.0022,141383.3025,112384.302,99859.30174,110121.9018,107625.4019,113461.602,125980.4021,121946.602,107297.1019,122784.9022,121042.602,103764.6018,109443.9018,121227.4021,118697.102,116603.602,0
145.6636415,18.81337267,AGR,146584.7026,141698.5024,118127.002,142689.0025,109983.1019,111746.902,138053.1024,145713.4024,135293.2023,116225.3021,148264.4025,148924.0026,137319.8023,135713.3023,130932.0022,125058.8021,104155.5017,130079.1022,141572.5025,112305.402,99787.70174,110278.9018,107445.8019,113534.602,126114.6021,122397.102,107611.1019,122638.2022,121307.202,103816.6018,110582.5018,121075.6021,119392.502,118486.3021,0
145.6589823,18.81316897,AGR,65535.90112,47989.60082,45059.80081,74583.50132,39860.4007,62638.30113,58784.50107,77429.00126,63340.90112,31111.70057,88681.40151,96294.50177,59306.701,56928.201,42279.70068,73531.80124,51646.30087,67281.40118,74059.00123,39710.4007,44958.90074,52446.10083,55921.70101,55569.30097,71870.70123,63050.20106,36361.00063,62916.80105,44267.30073,58750.50103,56918.80095,57492.50098,69137.60115,90277.00158,0
145.6549276,18.81212916,AGR,54459.40093,41394.40071,45857.90082,64899.80112,31401.80055,53338.10097,47012.20086,72070.20115,49231.60089,28972.30054,76528.1013,81494.40146,46342.90076,52130.8009,33221.60055,62139.20109,42148.60072,54814.90096,68391.40117,30481.20055,30676.7005,44292.3007,52744.70096,46243.00081,60258.80104,63657.9011,32946.30055,56124.60092,34602.30057,46338.00081,50100.20086,47457.80083,63577.80105,77350.80135,0
145.6512984,18.80950959,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145.6482773,18.80623023,AGR,22582.20042,27605.60046,26914.70046,31548.10053,12564.20022,27144.4005,15557.6003,47414.60074,28317.20048,11868.70022,27416.00048,27736.40046,30295.4005,29640.50052,22805.70036,32229.60053,21372.70038,26274.60045,36226.10062,13292.50024,9194.300138,21436.00033,27871.30052,21396.20039,28009.40052,40653.50074,19480.70033,21901.30036,17659.60028,16625.50029,26448.80046,10192.90017,29159.40048,30996.20055,0
145.6464496,18.80221506,AGR,20148.60037,23476.80038,24789.80044,25286.50042,10470.60018,22843.40041,9864.400189,42992.60068,26008.00044,9263.300167,23956.70042,19089.00032,25414.30043,25116.20043,18398.00028,28633.50047,17044.5003,19984.30038,30177.60052,11078.1002,5700.600083,18522.50028,22690.20041,18397.00034,21241.10039,34824.00064,16629.70027,17505.4003,13136.80022,13062.30023,21571.50038,5140.600093,21918.60036,21095.60036,0
145.6437618,18.79870958,AGR,20639.40037,25346.00042,25655.90045,28727.20047,10937.50019,23832.90044,12572.70024,44312.20071,26655.60046,9929.70018,25264.20044,22055.10036,27580.50046,26158.90045,19191.4003,29918.0005,17623.80031,22080.8004,32043.50055,11753.80021,6563.100095,19537.0003,24990.00046,19741.20036,23478.10044,37273.70068,18154.20031,18678.40031,14535.20024,14695.40026,22512.50039,6018.500102,23885.7004,23973.30041,0
145.6411729,18.79537111,AGR,23257.40043,27531.30045,27036.70046,32823.60053,10937.50019,24897.20045,12733.10025,45146.60073,29400.50049,9929.70018,26277.40045,23939.70039,28958.60049,28205.10048,19553.2003,32842.70055,18349.60032,25258.80046,33487.70058,12061.80022,6764.900096,20083.70031,25578.00048,21867.30041,24102.60045,39555.40072,19235.40033,20577.40035,14777.40025,14703.70026,23671.00041,6018.500102,24346.60041,26054.60044,0
145.6396094,18.79211829,AGR,23678.20044,25462.9004,26449.00045,30659.7005,10214.70018,23711.70042,9535.700181,44091.6007,30601.2005,8898.500159,24604.40043,21261.40035,27632.00047,27286.30046,18891.9003,31950.40053,17377.60031,24228.40043,31802.20055,11254.8002,5745.700075,18451.90029,23650.00044,21409.30039,21463.10039,38141.30069,18831.20032,20103.30035,12526.70021,12208.40022,22848.4004,4683.200085,22177.00036,22895.30039,0
145.6399788,18.78983823,AGR,16973.90033,16034.30025,19488.20034,19681.50032,4391.500084,9461.800168,2610.100041,33128.50049,20827.40034,5936.100101,14860.50027,14897.00025,18115.30031,15042.90024,12102.40019,24999.80041,5591.400086,15750.10028,25436.60044,2636.700056,3466.000051,8784.200155,16835.60031,15325.40028,11292.70021,26950.70051,12361.80022,13736.60024,6560.400102,5093.100095,13714.90024,1676.000032,11534.00017,12856.50022,0
145.638991,18.78576446,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145.6372062,18.78212019,AGR,16211.90031,13262.10021,19132.80033,20387.00032,2151.800036,8388.500139,1727.800028,30716.90044,21019.90033,5422.80009,11304.1002,14033.00022,17042.20029,13881.0002,9701.400153,24996.50042,3752.900059,15871.90028,22196.3004,1385.300029,3187.400043,6393.100115,16210.1003,15094.80027,6496.300112,25888.70049,9724.500177,11999.80021,2978.500043,2824.600053,12203.70022,1020.800019,10862.80016,13505.60023,0
145.6356076,18.77831853,AGR,23453.10044,19191.5003,23915.30041,27477.50043,5570.100103,12569.90021,4610.900079,37287.60057,25567.7004,6017.900102,21237.60039,18722.50031,24658.30043,21648.20034,13508.00022,28206.40047,8384.700137,21557.90034,28305.20048,4613.400095,4509.300063,10872.90018,17889.70034,21401.70039,13216.50025,34156.10063,15880.80028,17042.10029,9876.100165,7610.100139,15408.50027,2091.600035,13612.50021,17010.40028,0
145.6358788,18.77416756,AGR,19705.90036,13152.50021,21398.10037,23205.60037,1350.000026,8460.600138,1907.900031,31168.00045,21745.70034,5381.700089,14757.20027,15712.90025,19256.30033,16586.00025,9724.900153,24777.70041,3121.80005,18548.30028,23863.20042,1027.700018,3589.400048,6709.400116,16202.90031,17282.00032,6090.500101,28573.90053,10345.20018,12543.10022,4296.700068,1484.400028,11444.6002,264.7000065,10677.60015,15219.70025,0
145.6369823,18.76990658,AGR,18288.70033,12474.7002,20149.50035,22329.00034,1157.100022,8252.800136,1862.60003,29183.00041,21184.10033,5350.400088,14251.00027,15160.90024,18113.40031,15051.10022,9258.20015,24102.3004,3121.80005,17598.80027,22522.5004,1027.700018,3164.200041,6196.200108,16071.80031,15634.50028,5721.700098,28045.30053,9868.300171,12346.00022,3801.600055,1470.800028,10956.10019,0,10113.20015,14664.10025,0
145.6372781,18.7654978,AGR,19037.90034,12464.4002,20940.00036,22093.30034,1094.60002,8278.300135,1804.100029,29114.20042,20488.50032,5265.700086,14630.50027,15611.10025,17299.30029,15646.10023,9237.200148,24101.40041,3121.80005,17904.30027,23141.70041,1027.700018,3153.400043,6200.200105,16090.3003,16661.60032,5705.600097,28244.60053,9672.900171,12503.30023,4191.800067,1457.000028,11142.8002,0,10002.30015,14596.20024,0
145.6378149,18.76256622,AGR,19256.50035,12664.2002,21220.90036,22573.60035,1172.400023,8341.600136,1864.80003,29261.40042,21237.40033,5339.300088,14679.10027,15679.60025,18253.30032,16000.60024,9273.600149,24432.20041,3121.80005,18265.30028,23307.70041,1027.700018,3466.400047,6313.400108,16121.70031,17008.00032,5748.100098,28431.20053,10101.00018,12508.30023,4246.000067,1472.000028,11142.8002,0,10166.50015,15016.30025,0
145.6387472,18.7609341,AGR,19120.70034,12626.3002,21095.90036,22420.40035,1172.400023,8315.300136,1840.100029,29178.70042,20970.30033,5296.600087,14650.50027,15659.60025,17777.40031,15830.80024,9255.400148,24267.90041,3121.80005,18139.20027,23270.00041,1027.700018,3384.200047,6231.100106,16103.4003,16752.10032,5733.400098,28378.50053,9920.000176,12508.30023,4226.800067,1464.600028,11142.8002,0,10122.40015,14939.70025,0
145.6399532,18.75861924,AGR,18538.50033,12405.5002,20235.10035,22139.70035,1143.200022,8257.000134,1829.500029,28965.60041,20631.00032,5286.700087,14516.80027,15361.30025,17293.4003,15193.00023,9189.100148,24105.9004,3121.80005,17650.60027,22592.1004,1027.700018,2903.400038,6138.900105,16066.7003,16098.6003,5677.300097,28081.80053,9673.10017,12464.20022,4201.200067,1456.200027,11000.70019,0,10021.10015,14620.00025,0
145.638854,18.75463052,AGR,22685.4004,13079.30021,23155.10039,23344.90037,1607.600033,9567.200159,2005.100033,30371.70044,21794.10034,5437.80009,15496.90028,17357.10027,23032.50041,19395.20032,10248.90018,25138.70042,3127.500051,19758.80029,28367.80052,1072.900019,3639.30005,6840.400116,16318.20031,20812.6004,6157.500104,29537.60055,10526.00019,13147.40024,5445.000098,1504.700029,11860.80021,0,10440.20015,15851.70026,0
145.6409389,18.75090735,AGR,22380.90039,12999.10021,23339.50039,23084.60036,1684.400035,9578.100158,1961.200031,30042.70043,21311.50033,5386.100089,15499.30028,17531.10028,22918.60041,19195.00031,10157.80018,24941.10042,3127.500051,19581.70028,28312.80051,1079.000019,3473.800049,6654.900114,16271.40031,21082.9004,6180.900104,29437.80055,10286.60018,13212.20024,5435.900099,1490.100029,11874.40021,0,10264.50015,15595.10025,0
145.6434972,18.74739716,AGR,22274.30039,12603.9002,23087.30038,22647.70036,1510.800032,9466.200156,1890.30003,29802.70043,20084.20032,5303.800087,15471.90028,17447.60028,21862.60038,18894.20031,10085.60017,24286.50041,3127.500051,18822.20027,28098.00051,1079.000019,3218.600044,6548.200112,16271.40031,20924.5004,6134.700102,29285.00054,9766.200172,13179.10024,5366.400098,1474.800029,11867.00021,0,10138.00015,15132.90024,0
145.6446612,18.74312048,AGR,23095.00041,13129.90021,24433.70042,23086.00036,2112.200043,9665.700159,2135.900033,30260.20044,21275.60033,5510.300089,15746.00028,19103.0003,25249.40048,20936.60032,10635.00018,25038.20043,3127.500051,20031.10029,29459.90055,1079.000019,3367.900046,6923.500117,16328.40031,23412.1005,6935.800117,29650.10055,10250.40018,14076.40026,5624.000103,1534.10003,12044.70021,0,10234.20015,16031.80026,0
145.6464204,18.73901135,AGR,24089.70042,13732.70022,26033.60044,23616.20037,2564.800051,10105.70017,2541.300041,30915.40045,21657.10033,5565.90009,16238.20029,24643.70041,27466.40049,23601.00035,11126.00019,25248.10043,3158.800051,22330.40034,32339.6006,1084.300019,3690.900048,7212.100121,16516.10031,27700.80055,7494.500122,29986.80055,10615.70018,14734.90027,6054.700114,1768.400035,12509.70022,70.90000153,10313.00015,16455.10026,0
145.6488498,18.7352424,AGR,24573.60043,14028.00023,26667.10045,23685.80037,2679.200053,10575.60018,3250.300053,31157.60046,21761.10034,5641.500091,16325.20029,25801.20042,28762.20051,24085.30036,11361.2002,25332.40044,3355.400054,22362.70032,35161.30065,1190.800021,3956.700055,7385.100123,16776.90031,29438.9006,7793.10013,30300.60056,10641.70018,15226.90028,6187.900117,2169.200041,12861.00022,85.10000181,10369.90015,16441.90026,0
145.6519928,18.7320219,AGR,26007.40045,14421.30024,28840.90048,23715.80037,2731.000053,10905.10019,3581.300063,31760.50047,21572.30034,5815.600095,16537.8003,27868.30045,30102.90052,25601.0004,11828.00021,25298.30044,3753.400061,23482.60039,37164.40068,1321.600022,4474.100064,7725.100128,17425.70033,32264.10064,8046.000134,30595.00056,10876.80019,15924.00029,6488.70012,2518.10005,13136.80022,334.5000062,10431.50016,16436.60026,0
145.6557904,18.72963178,AGR,26465.90046,14675.70025,28941.10048,23543.80037,2981.100057,11120.8002,3723.000066,32072.60048,21035.60033,6043.500097,16714.2003,28543.50046,31152.10056,26555.8004,12232.00021,25067.90043,4053.900064,23438.80039,38049.90069,1353.600022,4723.300069,8101.900132,17626.00033,33963.00067,8157.600138,30705.70056,11064.30019,16565.0003,6677.400122,2846.900056,13498.50022,631.0000095,10485.70016,16058.20026,0
145.6598317,18.72731317,AGR,27828.30049,15854.60027,29415.10048,24558.00039,4176.000077,11855.60021,4011.200069,33041.90049,20354.50031,10333.90021,17264.70031,30645.6005,32724.70064,28620.20043,13722.00023,24659.40042,4786.900074,25546.60042,41054.40074,1831.700031,5680.400085,8762.500146,18455.70034,35660.1007,8306.900138,31165.30058,11869.4002,17497.70032,7498.40014,3379.100065,14261.70023,1470.600018,10659.60016,15774.40026,0
145.6643544,18.72651901,AGR,23937.60042,13985.10023,25812.50043,21064.00033,1660.100034,8967.300159,3009.800054,26895.90043,12899.20018,5402.700088,12602.40023,26825.10044,25640.70045,22825.30035,11481.8002,19701.70034,3553.900057,20698.10034,34610.40062,1270.000022,3750.000053,6741.300114,17041.60032,31337.60063,7731.500127,27991.70052,10474.20018,15566.20029,6092.500113,2215.500041,12575.90021,120.3000026,8075.200119,12746.0002,0
145.5400855,14.83883378,AGU,159844.8028,138680.8023,133227.8023,140778.5024,97449.40173,93805.90166,120609.9021,148438.2024,133219.8022,110580.2019,132782.3023,149576.8026,149921.3026,134639.1022,128309.0022,126340.6021,86012.00141,128156.4021,151963.2027,96824.00175,91420.00161,99471.40165,105978.0019,137159.1025,106402.1017,129170.4022,105368.9018,117169.7021,111726.6019,87090.30149,104271.0017,96157.00161,100417.0017,99179.2017,0
145.5445971,14.83979877,AGU,159504.2028,138451.4023,133023.8023,142054.1025,97096.30172,94129.70166,120350.2021,148099.0024,133075.3022,111219.7019,134930.7023,151368.0026,149571.0026,134446.6022,128147.8022,127342.0021,86116.90141,128794.2021,153077.2027,96915.40176,92242.40162,99851.20166,106786.1019,137551.6025,106686.9018,129696.3022,104778.0018,118766.7021,111396.0019,86997.90149,104975.9017,99073.50167,101091.4017,100132.4017,0
145.5491008,14.84077184,AGU,159905.1028,138010.6023,133021.6023,143592.3025,97238.60172,94628.20167,121134.5021,147907.7024,133343.2022,111421.7019,135444.7023,153103.4027,149363.8026,136208.1022,128004.6022,128511.2021,86875.00142,129852.1022,154374.6027,97347.50177,92983.40163,100915.6017,107555.9019,138164.9025,107639.6018,130932.6022,104491.9018,120380.4021,110706.8019,87839.3015,105679.3017,100849.1017,101693.5017,101519.1017,0
145.5535639,14.84201707,AGU,160243.0028,137930.7023,132943.1023,143589.4025,97269.40172,95122.00168,122729.3021,147792.7024,133763.6023,111609.2019,136512.9023,154226.1027,149493.7026,137834.6022,127838.7022,129818.1022,87680.10144,130909.1022,154427.3027,98127.60178,93836.70164,101627.7017,108059.602,138699.7025,107955.0018,131622.8022,104753.0018,120868.0022,109951.3019,88496.60153,106079.6017,102385.2017,102271.9017,102846.6018,0
145.5580572,14.84312485,AGU,160392.0028,137124.6023,133058.7023,143869.9025,96968.40172,95465.4017,123337.7022,147980.4024,133694.0022,111529.5019,136438.9023,154905.4027,149397.3026,137931.7022,127406.4022,130231.5022,86942.70143,131072.7022,153598.6027,98465.60178,94397.20165,100009.5017,108414.402,138919.2025,106138.2017,131056.7022,104148.6018,121306.0022,110268.1019,88673.20154,105687.8017,103591.8018,103298.0017,103993.8018,0
145.5626982,14.84327211,AGU,160812.7029,138141.7024,133739.3023,144642.9025,97940.70173,97236.90173,124508.5022,148913.2024,134880.0023,112456.502,138675.1023,157069.6027,149068.6026,139434.0023,128227.3022,131507.8022,87736.70144,133338.5022,156135.8028,99910.1018,95490.30166,100643.7017,109812.902,139622.7025,107803.8017,132258.0023,104834.5018,122822.7022,111199.0019,90719.20156,106386.1017,106229.8018,105364.7018,106339.3018,0
