Site,x,y,Wave Power (kwhr/m),1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,BAD_FLAG
FFS-04054,-166.1855347,23.6348107,19356.36595,16184.70027,23767.20048,16817.70026,24712.60046,15814.10026,14430.80024,25419.90041,25817.00044,28427.00047,16856.70029,14913.60024,30108.90055,22624.1004,22757.30036,20045.20031,26979.10046,11903.70021,19243.70032,22920.50041,16762.90028,14323.10026,16698.90027,16587.70029,16739.70028,12497.0002,18060.70029,16388.30027,19125.50032,15577.20025,24609.20045,18400.7003,13889.00025,0
FFS-04098,-166.2422911,23.76260907,91915.01095,78958.40135,145295.1024,116980.702,105466.6018,111797.3019,98052.80154,65766.80109,132881.6022,87150.70148,76754.20125,78249.4014,56285.00096,118133.702,101322.2017,105175.2017,79556.5014,126374.1022,98647.50177,106907.6019,100994.3018,51016.9009,81147.30135,73108.80114,68362.30125,98791.20171,122408.1021,111227.2021,59299.80097,82475.70139,69424.80127,67398.6011,65869.90117,0
LIS-04029,-173.9233906,25.90535134,217009.5631,186728.3032,283676.0047,248073.1043,229107.004,276330.1048,186299.6031,228443.4039,282847.3045,223651.2036,194254.9033,215773.5037,189254.7032,221989.8037,222760.0039,204030.1034,204776.5035,236630.8042,230524.7038,216397.8036,265639.0045,171463.303,206691.0035,199006.4033,176672.5032,240675.9043,241418.104,230232.9041,181237.6031,199910.4035,174581.9031,189145.4033,186082.7032,0
MID-04093,-177.3811631,28.27429377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIS-04058,-173.9474084,25.93768487,197061.3377,155694.0026,275571.5046,238267.3041,199911.1035,268165.7047,177714.103,196101.1034,276219.5044,184941.303,178410.203,180097.7031,132245.0023,198112.2034,210801.2037,191084.0032,195162.7033,229270.604,197678.1032,204013.3034,266498.3045,148289.7026,201098.2034,177510.103,164604.103,207182.7038,230374.2038,219305.5039,131793.5023,185858.6032,145410.2025,172393.803,166183.2028,0
FFS-04093,-166.0548716,23.71545349,77550.28571,65883.60108,79852.00141,70554.70121,103622.5018,63285.60107,51207.50088,114863.702,67817.50118,66757.50113,68222.20122,94222.40159,123983.6022,66524.20121,55849.20096,60761.00106,90277.90156,52010.80087,84510.40147,67701.20117,92977.90156,81502.80137,61463.60105,82331.60136,75253.60124,81883.80142,70891.00127,60553.20105,92149.10157,85744.70146,83942.90146,100379.3017,64628.10109,0
FFS-04008,-166.0617812,23.68991828,81030.54827,69455.40114,81010.80143,72001.90123,109488.8019,68398.50115,53692.00092,116497.702,75713.10131,73363.70125,69885.70125,95877.60161,129792.1023,70983.20129,62193.90107,67117.20117,95957.80165,54037.90092,86763.3015,71269.30124,94797.80157,83995.80142,62545.00107,85203.60141,77439.00128,85302.40148,73268.30132,64187.7011,96904.30164,87639.60149,89641.50156,101586.5018,66966.10114,0
FFS-04062,-166.135005,23.84482515,270417.1484,234793.904,328788.4056,277150.8049,280168.2047,330809.3059,238566.104,302128.4053,325785.6055,286861.1046,256836.5045,264037.3047,255887.5045,285006.2048,288212.105,291802.0052,248756.5043,282820.2048,275517.7048,278758.9049,331807.1057,233562.7039,242769.2041,234179.2039,250734.9044,285530.6049,285118.5049,274568.505,218750.9038,249444.6042,209281.0036,254358.2043,250556.5044,0
FFS-04030,-166.1497948,23.83940809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFS-04020,-166.2214484,23.88059266,273159.9453,237079.5041,343036.1058,282371.005,284184.9048,334529.3059,242136.7041,302860.5053,327336.1055,289005.2047,257902.9045,267040.2048,257602.9045,292146.105,290405.805,294009.0052,251874.0044,284834.8049,277727.4048,283101.305,332784.8057,234060.5039,242815.2041,235555.3039,253808.5045,286775.7049,288329.105,276267.705,219503.4038,252390.8043,211509.0037,255499.4044,252635.0044,0
MAU-00203,145.2397687,20.01922287,137613.4336,148813.2026,147785.2026,131483.4022,167774.103,102141.3018,128902.0023,147034.4026,158388.1027,131325.6022,122854.8022,168414.6029,171346.2031,153988.5026,142411.7023,130782.0022,143235.2025,110222.8019,134762.3024,179189.603,109951.9019,114463.6019,121166.002,139660.0024,149475.3026,139283.1024,155004.8027,112847.802,142980.0025,126504.4021,110459.7019,139761.4024,121216.802,0
MAU-00335,145.2378243,20.02359889,130396.6491,140542.1025,139111.4024,120874.602,151116.6027,102298.4018,125731.5022,142490.9025,148421.1025,123602.8021,116549.6021,159899.0028,162153.5029,146384.8025,141327.2023,126765.0022,138441.8024,109568.1019,127812.6023,155395.4027,109559.3019,110780.2019,116976.302,127018.4022,132003.8022,136006.2024,137260.3024,105994.1019,135257.9023,123335.6021,109560.2019,128335.0022,122119.0021,0
FFS-04042,-166.1976164,23.85757654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFS-04073,-166.0507559,23.74756934,87547.52025,74925.70124,83551.20145,74402.2013,110182.9019,67386.80115,58383.90098,130754.1022,72946.60124,74357.70121,82107.1015,114672.1019,153987.5027,76235.30138,69500.50121,71862.60129,96687.70167,57681.50099,108682.5018,81820.50146,97756.70162,90632.4015,62363.10107,89424.90148,89014.50146,88492.30151,80422.30142,68652.3012,101865.8018,99359.60168,88402.70151,104122.1018,80883.50136,0
FFS-04067,-166.0689624,23.81090091,267368.7546,232130.404,316824.7054,273008.8048,273152.9046,328234.5058,233216.5039,307471.6053,321601.4054,286476.0046,257180.6045,259296.8046,258106.2045,279759.5047,284063.5049,287144.6051,245190.8043,277530.1048,273047.1048,274104.3048,322155.7055,233889.6039,243725.6041,232132.1039,247336.3044,281510.0048,277037.8048,271820.3049,216649.6038,248991.7042,213023.7037,255385.3043,244602.0042,0
FFS-04047,-166.323303,23.82265275,201853.5254,171129.803,282448.6048,221928.4039,196413.5033,282583.705,196660.8033,199778.6035,277730.7047,238205.8039,190266.2032,164342.503,130662.8023,233293.5039,237827.9041,236220.1041,177274.5031,234077.404,186080.7033,216878.0038,250225.4044,155275.2026,196591.9032,162993.3027,178161.9032,206616.7035,222345.6037,224393.5041,130161.5023,166464.0028,149616.0027,169127.6028,173536.6031,0
MAU-00185,145.2291126,20.01002583,102194.3986,127986.9022,99946.40175,98284.00169,133401.1024,63271.00111,77939.90141,108529.1019,147695.1026,117924.2019,96285.80169,139007.3024,132875.4024,123927.3021,93962.70159,91610.40156,111359.3019,63297.70111,96632.40168,145144.2025,76583.00137,81829.40141,88470.30148,95023.60168,110162.2019,89309.00159,128603.2022,77998.40138,110213.402,84105.30143,70630.2012,103971.8018,84240.70142,0
LIS-04079,-173.9559259,26.00335917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MID-04099,-177.3078137,28.23149937,157770.0215,159908.4027,148802.9027,112782.702,187861.7033,126721.6022,153775.3026,204649.9034,147456.4027,153088.7025,121541.2022,194364.6034,203744.7035,172387.8029,168650.3029,135323.4024,171061.9031,125459.2021,194165.0034,158730.4028,158413.5028,169732.7029,128387.6023,149142.0025,148219.1027,158160.8026,153737.9027,130419.4022,163758.3027,142989.2026,178096.203,163528.0027,163579.8028,0
FFS-04059,-166.1612943,23.84356552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFS-04091,-166.2519088,23.87926974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MID-04018,-177.384681,28.19654147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIS-04042,-173.9393559,26.02011401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAU-00339,145.2286121,20.0150869,8765.081411,9573.100185,8547.800174,11471.20019,13240.40028,1274.700019,5413.000122,4034.300075,22649.00049,8091.600141,17677.80035,4390.00008,10081.10019,10150.10017,2783.700048,5773.200102,9667.700161,1548.100027,10190.70015,17860.70027,1542.400029,4556.500075,6851.800117,16109.80031,11961.60024,8044.600116,16842.30026,10055.40018,10984.90025,2866.300053,3830.800071,10791.60018,1626.400038,0
GUG-00127,145.8504295,17.30237598,123290.399,148883.7026,134060.4023,116664.5019,148211.4026,95912.20164,103232.0018,138319.7024,148961.6027,129075.0022,107992.402,147310.8026,160006.3028,145669.8025,124362.0021,120238.3021,129498.1023,90239.0015,124558.302,156338.4025,103679.3018,99735.80176,108126.9018,111914.8019,128509.7022,122157.7021,131069.8022,98006.00164,128382.7022,114871.8021,96736.1017,115821.002,116747.2021,0
FFS-04016,-166.1073649,23.63346859,53685.83842,36298.80061,60640.90108,49790.00081,69218.00118,46681.20073,35062.30059,74246.40126,62757.8011,35810.40061,38625.20064,59744.801,71883.70133,53352.00099,41339.3007,37916.40064,84422.90144,39936.5007,38135.40061,44878.90079,81429.70136,66076.20116,48849.00084,57598.60097,56732.00094,46210.60078,41883.30077,48704.70085,57591.00096,63604.40108,61821.80105,57785.90105,48918.70083,0
GUG-00157,145.8397871,17.32260025,111848.3176,123694.5021,111055.7019,101937.6017,130271.2023,86484.10147,102912.7018,117732.802,145477.8025,123771.8021,92409.70166,143842.1025,144681.0025,122648.0022,112275.802,94580.50167,127239.7022,89828.70153,124441.7021,124593.7021,94131.00167,96330.40169,104168.8017,105259.8018,100394.7017,126540.5021,116302.602,83357.10143,124139.3021,100050.4018,97705.00169,105649.4018,105238.0019,0
GUG-00137,145.8306799,17.30457723,25831.13794,29882.40049,24235.70043,40147.40067,37456.50067,13320.70022,18166.90032,9328.300159,53024.70092,42846.1007,18456.30029,31870.20059,31535.70053,42006.20068,38038.40069,17181.9003,31633.00054,10338.40018,42457.60075,53723.00086,6840.400121,12368.20021,17245.90029,24479.70039,33920.80061,16874.00027,38106.60063,22137.80037,18445.3003,9986.900185,9613.200163,24188.20039,6740.000132,0
GUG-00152,145.8364588,17.29727458,29601.49113,38604.70065,28087.20049,46935.30076,41420.70077,17124.5003,19017.10033,16407.8003,63175.9011,43366.00072,24283.20042,38223.30068,36460.70059,53389.2009,47571.40085,21576.00038,33235.20055,7800.600127,42635.2007,73342.10116,6802.400116,12533.50021,15846.70027,27042.50043,33963.30062,13200.10022,44899.40077,22575.30037,21871.90038,15570.50027,7796.00013,26700.70044,5789.300115,0
MAU-00190,145.2367923,20.02515525,129837.0148,139613.6024,138274.3024,120303.402,148853.2027,102205.8018,125244.5022,142215.7025,147468.3025,123191.3021,116520.2021,159031.7028,161208.4029,145991.7025,140277.2023,126737.8022,138096.6024,108811.9019,127636.1023,153834.1026,109488.6019,110587.1019,116548.102,126598.5022,131682.0022,135921.1024,136432.8023,105459.7019,134922.2023,122863.8021,109490.6019,127405.1022,121869.0021,0
MAU-00298,145.2361964,20.03013745,134925.2555,148706.9026,149083.9026,125242.0021,156594.0028,107982.7019,130873.1023,143657.9025,152361.8026,132508.5022,117502.7021,163255.6029,166427.903,156273.4026,150495.3025,129020.1022,141678.6024,111508.8019,140203.8025,162617.3028,112154.4019,113145.0019,119198.502,129686.7023,135056.9023,140904.7025,142290.2024,112431.102,136405.7023,124795.2021,110504.0019,130286.0022,124755.4021,0
MAU-00212,145.2273314,20.0334431,129830.9616,142870.0025,145178.6025,121345.202,143861.1026,107991.4019,129019.2022,140945.2024,145869.6025,127360.9021,115908.202,156675.5027,158024.0029,141871.5024,143419.0024,126718.9022,137121.3024,108827.0019,136366.0024,139300.1024,111267.7019,110932.9019,116894.302,122427.0021,129939.2022,139917.3024,135678.9023,109352.2019,131831.9023,119457.102,109404.4019,124727.3021,124087.8021,0
GUG-00154,145.8314551,17.31092644,21058.26598,21995.40034,21388.20036,33296.20057,33298.40059,12104.3002,15921.50028,6999.400126,45819.40077,37392.70061,18069.50029,26092.00044,21783.00035,32481.10057,28303.10051,14013.30024,27060.70046,9805.600164,33452.60059,37681.30063,5895.600105,11044.10018,13500.10022,22630.80035,18649.60032,14338.10022,33074.40055,18999.00032,14286.50023,7572.700141,8350.600135,22215.60036,6349.70012,0
GUG-00122,145.8466772,17.32006623,128778.4679,149420.4025,145973.3025,118781.202,150392.0027,108521.2019,113998.602,142868.2025,153958.5028,132377.8022,111976.802,151786.1026,156233.5027,153340.8027,132512.6023,128917.0023,132680.3023,104377.3018,129662.3021,149447.7025,114659.102,104179.6018,113952.1019,117239.402,120562.302,134979.4023,131090.4023,109534.5019,132546.6023,123094.5022,107948.2019,119737.2021,124162.0022,0
MAU-00289,145.2398099,20.01751992,136762.1024,149154.9026,145854.9026,129173.4022,167527.503,100042.0017,127205.7022,146162.7025,162174.1028,130682.5022,124535.2022,168185.6029,172012.6031,153283.2026,138406.2023,129251.7022,144545.3025,108143.2019,132627.1023,178444.703,107828.9019,113815.2019,121718.602,140056.8025,147733.1026,136000.8024,155634.6027,110453.702,143095.6025,125060.4021,109052.8019,138736.9024,119787.302,0
GUG-00130,145.8462223,17.29507349,132255.7179,161004.9028,137609.3024,136819.0022,161778.7029,99330.6017,108657.7019,140242.5025,181145.4032,148510.9025,122328.8022,163731.7029,170671.103,156842.9027,136969.4024,123296.8022,140805.6024,88237.00148,138516.8023,173934.5028,102997.3018,103287.7018,112251.8019,123312.2021,133157.5023,123421.7021,150718.2026,103533.3017,135897.2023,114927.1021,97511.00172,124321.9021,116412.4021,0
GUG-00140,145.8505519,17.29941423,128724.7647,152708.7026,143489.8025,126388.6021,155955.0028,98851.20171,110600.9019,142068.6025,155943.7028,131415.0022,109463.702,154139.3028,165562.8029,150895.4026,130229.4023,126365.2022,133980.7023,96262.5016,130588.6022,164101.2026,107606.5019,102325.0018,110526.4018,119872.002,132961.2023,125918.7021,139154.3024,104990.4018,134539.4023,121043.1022,99927.10175,122668.5021,118649.5021,0
HAW-02399,-156.060932,19.725837,2168.415663,1104.500023,5097.900081,1745.700033,3703.000054,2270.900042,1345.80002,2630.200046,3865.800075,1456.100026,1240.900016,4448.700071,312.5000062,2585.20004,2510.600048,3602.500056,1269.300024,2756.900051,3039.700061,1578.600028,4254.300078,470.1000092,2664.300049,1185.900024,787.7000139,2102.200039,4192.500074,2250.20004,498.3000069,1140.500023,1359.900025,539.7000098,1378.900024,0
HAW-01843,-155.957528,19.509591,8793.822024,5462.700089,15139.20023,9212.000171,7731.400129,14695.80027,4260.800078,12863.90021,16134.60028,8231.300147,8717.000136,7653.800117,3793.100058,9125.100139,11028.30019,11003.8002,5309.200084,8133.700141,6298.50012,8705.700156,13797.00025,7610.500109,12978.10022,5148.100095,8571.700148,8998.900148,10488.40017,12323.30021,3519.600056,4032.300072,5992.000104,6599.200129,7843.300121,0
GUA-01301,144.70323,13.24143,52653.32278,76409.70134,71625.00121,67166.2012,55516.10098,59808.10105,46674.70077,49572.60087,50959.00087,57841.70099,60807.40104,42012.90071,52450.8009,73601.50112,71675.60126,69911.70122,44288.30076,38118.0007,59037.80101,54013.40094,51355.80092,37404.80066,45695.4008,42291.90076,56647.70099,38365.70066,52007.90088,54904.10098,38139.00066,59818.90098,32300.40057,37064.90061,37419.30062,0
GUA-01302,144.70282,13.24101,55908.08533,80655.90142,77111.00128,70852.90126,59756.20105,62248.5011,48650.70081,52427.50091,54221.10093,61155.30105,64187.00111,44912.40076,55015.60092,77375.00117,74858.6013,73863.10129,47594.60081,41055.70074,61701.40106,57185.10099,55392.90099,39708.3007,49027.50085,44524.8008,60373.50104,41182.9007,55246.20094,58239.60104,41236.70071,63721.90104,34306.1006,40079.10066,41191.60068,0
GUA-01303,144.70511,13.24126,55908.08533,80655.90142,77111.00128,70852.90126,59756.20105,62248.5011,48650.70081,52427.50091,54221.10093,61155.30105,64187.00111,44912.40076,55015.60092,77375.00117,74858.6013,73863.10129,47594.60081,41055.70074,61701.40106,57185.10099,55392.90099,39708.3007,49027.50085,44524.8008,60373.50104,41182.9007,55246.20094,58239.60104,41236.70071,63721.90104,34306.1006,40079.10066,41191.60068,0
HAW-01987,-156.051834,19.714778,2168.287538,1104.500023,5097.900081,1745.700033,3703.000054,2270.900042,1345.80002,2630.200046,3865.800075,1456.100026,1240.900016,4448.700071,312.5000062,2585.20004,2508.900048,3602.500056,1269.300024,2756.900051,3039.700061,1578.600028,4254.300078,470.1000092,2664.300049,1185.900024,787.7000139,2102.200039,4192.500074,2250.20004,498.3000069,1140.500023,1357.500025,539.7000098,1378.900024,0
HAW-01779,-155.970582,19.575632,2167.146913,1104.500023,5097.900081,1745.700033,3703.000054,2270.900042,1345.80002,2630.200046,3865.800075,1456.100026,1240.900016,4448.700071,312.5000062,2576.00004,2498.400048,3602.500056,1269.300024,2756.900051,3039.700061,1561.800028,4254.300078,470.1000092,2664.300049,1185.900024,787.7000139,2102.200039,4192.500074,2250.20004,498.3000069,1140.500023,1357.500025,539.7000098,1378.900024,0
GUA-01304,144.70546,13.24155,55908.08533,80655.90142,77111.00128,70852.90126,59756.20105,62248.5011,48650.70081,52427.50091,54221.10093,61155.30105,64187.00111,44912.40076,55015.60092,77375.00117,74858.6013,73863.10129,47594.60081,41055.70074,61701.40106,57185.10099,55392.90099,39708.3007,49027.50085,44524.8008,60373.50104,41182.9007,55246.20094,58239.60104,41236.70071,63721.90104,34306.1006,40079.10066,41191.60068,0
HAW-02416,-156.05256,19.759449,4171.91882,3373.50006,4859.700074,4292.700084,8681.600126,2941.500059,2246.200039,6596.100119,3336.700067,7575.400142,2590.600042,8207.100139,4590.300075,2449.700045,3020.900054,8579.100122,1556.400024,4182.300071,9743.800173,3405.000062,5109.600086,1416.700027,3951.400073,2364.600028,1380.500019,4164.900065,5895.600094,3045.700037,4290.30007,1626.40003,1308.100019,3071.000059,3648.000056,0
HAW-02439,-156.03246,19.674787,4658.671955,2648.700049,7855.80012,3943.800078,4657.500072,6496.800119,2566.800048,6898.800125,8405.600168,4290.600071,5893.200088,6199.400096,1663.700026,4923.700075,5127.200087,6606.000112,3334.500052,5071.500082,4372.200085,4471.000081,8442.600154,2259.000036,5367.800089,2510.000047,3477.800057,5310.700091,6094.800107,5600.600094,2011.600029,2258.400043,3508.400065,2701.000052,4108.000067,0
GUA-01305,144.70784,13.24113,65114.82611,90223.10162,89397.30152,78828.0014,69741.00122,67657.20119,54243.70091,63742.20112,65036.20111,70703.30122,72694.20123,54244.30088,64825.30107,89923.50135,82698.40142,84439.60148,55526.70094,48081.30086,72273.60127,65071.4011,64223.00113,48019.90084,56661.30098,52036.80093,71769.60124,50609.80085,64552.6011,66449.70116,55037.70096,72045.00117,42079.00073,48951.3008,51888.40085,0
HAW-01799,-155.949943,19.491988,13124.06897,7802.400136,23097.70037,14549.70026,8799.600153,24554.00043,9792.600154,15917.00026,21677.50039,13851.10024,12114.9002,9250.800143,5401.100089,14729.20021,16284.90027,17103.1003,9743.100158,15204.60028,8822.500162,11548.90021,19842.10036,14531.90024,16160.60027,9120.100184,13812.50026,11989.90019,12554.00019,19221.00034,6237.000104,5472.200098,8007.200138,10659.30021,12117.70019,0
HAW-02185,-155.948164,19.482746,14112.17212,8348.600145,25118.60041,15993.90028,9232.200159,26699.20046,10669.20017,16240.80026,22645.5004,15074.80026,13426.30022,9801.100151,5845.700095,15769.40023,17322.30029,18349.70032,11098.60018,16590.7003,9455.800172,12523.90024,21606.80039,16400.10027,16411.20028,10695.80022,14720.10027,12426.6002,13129.0002,19809.70035,6788.40011,6139.600108,8619.30015,11324.80022,13311.80022,0
GUA-01306,144.70201,13.23984,62021.85419,86266.20153,85930.10146,76487.40136,66092.10116,65756.50116,52251.20087,60157.40106,61778.70106,68247.00117,69696.90118,51454.40085,60516.701,85214.50127,80926.10139,80821.90141,52431.90088,45792.70083,69390.90121,62332.60106,61452.20108,45154.90079,54201.50094,48754.90088,68924.00119,48137.30081,60980.10104,63646.20112,48969.20085,69544.70113,39334.50068,46279.60075,47775.00076,0
