"ISLAND","SITE","LATITUDE","LONGITUDE","WavePower"
"Tau","TAU-00627",-14.25003,-169.459127,122939.5021
"Tau","TAU-00738",-14.27489307,-169.49272,148629.07755
"Tau","TAU-00683",-14.26334331,-169.4760553,135091.90235
"Tau","TAU-00723",-14.27369295,-169.4948855,145273.277525
"Tau","TAU-00736",-14.26697452,-169.4972167,110766.05185
"Tau","TAU-00765",-14.2647596,-169.49849,109596.65185
"Tau","TAU-00722",-14.264312,-169.499606,105822.10185
"Tau","TAU-00625",-14.226333,-169.518639,102117.35175
"Tau","TAU-00680",-14.239301,-169.514365,104702.1518
"Ofu & Olosega","OFU-00765",-14.173784,-169.680967,76404.65129
"Ofu & Olosega","OFU-00706",-14.181742,-169.679013,112501.05195
"Ofu & Olosega","OFU-00660",-14.177977,-169.680921,95739.55165
"Ofu & Olosega","OFU-00672",-14.159351,-169.668694,46953.20078
"Ofu & Olosega","OFU-00710",-14.160125,-169.683234,45486.000785
"Ofu & Olosega","OFU-00667",-14.173874,-169.685085,99178.0017016667
"Ofu & Olosega","OFU-00789",-14.163892,-169.685059,43260.6864642857
"Ofu & Olosega","OFU-00661",-14.18304325,-169.653555,94720.201635
"Ofu & Olosega","OFU-00743",-14.17383347,-169.6318092,77492.05134
"Ofu & Olosega","OFU-00760",-14.17328822,-169.6316103,77492.05134
"Ofu & Olosega","OFU-00740",-14.19343488,-169.6139006,90676.501545
"Ofu & Olosega","OFU-00651",-14.189724,-169.66959,106686.7019
"Ofu & Olosega","OFU-00712",-14.186409,-169.66385,97655.151685
"Ofu & Olosega","OFU-00692",-14.174658,-169.64579,88699.05151
"Ofu & Olosega","OFU-00781",-14.179571,-169.651591,91390.401585
"Tutuila","TUT-02020",-14.370317,-170.761481,64334.95112
"Tutuila","TUT-01996",-14.362804,-170.765738,67722.851145
"Tutuila","TUT-02014",-14.362508,-170.765835,67722.851145
"Tutuila","TUT-02024",-14.364642,-170.760585,6078.9001035
"Tutuila","TUT-01944",-14.36932024,-170.754188,128563.35225
"Tutuila","TUT-01962",-14.36487104,-170.7433423,94708.30167
"Tutuila","TUT-02109",-14.35887102,-170.7832159,104152.6519
"Tutuila","TUT-01750",-14.27675,-170.508913,154482.20265
"Tutuila","TUT-01784",-14.280805,-170.546136,83880.05145
"Tutuila","TUT-01763",-14.27307973,-170.5079594,154667.9027
"Tutuila","TUT-01751",-14.276838,-170.5446898,98503.25182
"Tutuila","TUT-01774",-14.27933858,-170.5491501,61212.9510925
"Tutuila","TUT-01801",-14.279513,-170.548763,54649.10099
"Tutuila","TUT-01795",-14.27576596,-170.5465366,98503.25182
"Tutuila","TUT-01785",-14.277842,-170.544995,118028.902
"Tutuila","TUT-01708",-14.2941,-170.56208,130999.6023
"Tutuila","TUT-01699",-14.287789,-170.564075,115196.60205
"Tutuila","TUT-01685",-14.299791,-170.567801,131531.8023
"Tutuila","TUT-01855",-14.28335,-170.562667,79116.1680816667
"Tutuila","TUT-01727",-14.287994,-170.563112,118742.1521
"Tutuila","TUT-01872",-14.286201,-170.60006,122384.70215
"Tutuila","TUT-01723",-14.288373,-170.562001,122287.70215
"Tutuila","TUT-01972",-14.360482,-170.748394,85162.9265025
"Tutuila","TUT-01878",-14.293548,-170.653293,125337.2022
"Jarvis","JAR-00659",-0.37395,-159.97749,150737.3027
"Jarvis","JAR-00699",-0.36996,-159.98013,145835.2275
"Jarvis","JAR-00721",-0.37949,-159.98065,122715.15215
"Jarvis","JAR-00608",-0.373127,-159.973552,154138.3027
"Jarvis","JAR-00662",-0.373004,-159.975714,152250.4777
"Jarvis","JAR-00647",-0.378545,-159.97484,146465.4025
"Jarvis","JAR-00688",-0.376793,-159.983669,113333.052
"Jarvis","JAR-00708",-0.381322,-159.998861,87496.001525
"Jarvis","JAR-00642",-0.367656,-159.979192,149103.919216667
"Jarvis","JAR-00704",-0.367292,-159.983547,117106.202
"Jarvis","JAR-00722",-0.371991,-159.983622,87249.55152
"Jarvis","JAR-00605",-0.362147,-159.993557,99757.651735
"Jarvis","JAR-00674",-0.362841,-159.992036,99829.501735
"Jarvis","JAR-00696",-0.362779,-160.000966,94355.90159
"Jarvis","JAR-00667",-0.361963,-159.995603,97484.401665
"Jarvis","JAR-00617",-0.382556,-159.973475,147574.027525
"Jarvis","JAR-00657",-0.381906,-159.994002,89765.226565
"Jarvis","JAR-00730",-0.381507,-160.006563,88269.801515
"Jarvis","JAR-00602",-0.378432,-160.015921,121010.452025
"Jarvis","JAR-00694",-0.380621,-160.013584,132764.70225
"Jarvis","JAR-00627",-0.381946,-160.000731,87739.001535
"Jarvis","JAR-00663",-0.381409,-160.01217,125867.3522
"Jarvis","JAR-00615",-0.37127,-160.01068,81696.1514
"Jarvis","JAR-00637",-0.369353,-160.008288,64609.6010766667
"Jarvis","JAR-00644",-0.372239,-160.011839,96948.30166
"Jarvis","JAR-00682",-0.377177,-160.014407,113564.15195
"Jarvis","JAR-00631",-0.364474,-159.985321,104642.10175
"Jarvis","JAR-00634",-0.36461,-159.984902,108303.65185
"Jarvis","JAR-00661",-0.381541,-159.979143,127066.10225
"Jarvis","JAR-00653",-0.382137,-159.984282,117136.802
"Jarvis","JAR-00669",-0.381946,-159.989182,99539.80174
"Jarvis","JAR-00638",-0.381288,-159.990346,98838.301725
"Jarvis","JAR-00645",-0.366675,-159.980674,142618.677475
"Jarvis","JAR-00728",-0.36427,-159.9883,99930.301685
"Jarvis","JAR-00649",-0.376656,-160.0144,111292.50195
"Jarvis","JAR-00625",-0.382336,-160.0027,88427.176555
"Jarvis","JAR-00613",-0.369353,-159.9768,152559.90265
"Jarvis","JAR-00665",-0.376686,-159.9738,152590.877675
"Jarvis","JAR-00622",-0.362386,-159.9941,99757.651735
"Jarvis","JAR-00628",-0.381969,-159.9915,92587.70162
"Jarvis","JAR-00668",-0.38129,-159.9975,87279.7765225
"Jarvis","JAR-00707",-0.362719,-159.9978,94266.60162
"Palmyra","PAL-00690",5.869653,-162.0797,40081.1506825
"Palmyra","PAL-00740",5.866144,-162.0486,41703.75072
"Palmyra","PAL-00752",5.866263,-162.0408,41183.250715
"Palmyra","PAL-00775",5.878011,-162.0393,0
"Palmyra","PAL-00745",5.874961,-162.0162,139729.75245
"Palmyra","PAL-00773",5.896847,-162.0777,106211.60185
"Palmyra","PAL-00774",5.898115,-162.0664,133106.25235
"Palmyra","PAL-00751",5.896483,-162.0959,124886.30215
"Palmyra","PAL-00689",5.875799,-162.0017,171859.153
"Palmyra","PAL-00720",5.867065,-162.0168,127340.1522
"Palmyra","PAL-00772",5.869855,-162.0894,41084.500715
"Palmyra","PAL-00693",5.866396,-162.1026,43502.100745
"Palmyra","PAL-00620",5.868796,-162.0723,37592.90064
"Palmyra","PAL-00630",5.867521,-162.0661,40891.6673783333
"Palmyra","PAL-00713",5.866319,-162.1056,43502.100745
"Palmyra","PAL-00613",5.867066,-162.0979,42511.30073
"Palmyra","PAL-00760",5.898305,-162.062,135430.3523
"Palmyra","PAL-00621",5.896389,-162.08,74775.501355
"Palmyra","PAL-00714",5.889662,-162.1577,155966.002725
"Palmyra","PAL-00744",5.866912,-162.127,64222.0510925
"Palmyra","PAL-00660",5.897332,-162.1454,157094.8527
"Palmyra","PAL-00677",5.871585,-162.1491,85578.80145
"Palmyra","PAL-00856",5.866068,-162.0479,41703.75072
"Palmyra","PAL-00692",5.882568,-162.1528,81893.451375
"Palmyra","PAL-00731",5.877114,-162.1385,72571.47623
"Palmyra","PAL-00703",5.876438,-162.1285,53585.200895
"Palmyra","PAL-00743",5.886027,-162.1342,56535.80094
"Palmyra","PAL-00671",5.872419,-162.1355,71477.101195
"Palmyra","PAL-00710",5.879649,-162.1319,56067.050935
"Palmyra","PAL-00695",5.874311,-162.1279,53585.200895
"Palmyra","PAL-00753",5.874414,-162.1143,0
"Palmyra","PAL-00742",5.89554,-162.1328,124565.95215
"Palmyra","PAL-00788",5.886407,-162.1137,0
"Palmyra","PAL-00765",5.882814,-162.1221,0
"Palmyra","PAL-00766",5.889337,-162.1267,31660.35054
"Palmyra","PAL-00666",5.870733,-162.1309,62878.351065
"Palmyra","PAL-00763",5.876827,-162.1114,0
"Palmyra","PAL-00783",5.869608,-162.1128,43502.100745
"Palmyra","PAL-00648",5.868711,-162.0704,40456.45067
"Kingman","KIN-00450",6.379928,-162.4109,30510.625545
"Kingman","KIN-00474",6.382111,-162.3806,24280.1504
"Kingman","KIN-00480",6.379612,-162.3696,32624.75057
"Kingman","KIN-00492",6.381756,-162.3757,24220.9504
"Kingman","KIN-00448",6.396561,-162.3356,158780.45275
"Kingman","KIN-00463",6.403327,-162.3423,158569.7528
"Kingman","KIN-00574",6.381415,-162.4518,31455.800505
"Kingman","KIN-00610",6.382821,-162.4357,0
"Kingman","KIN-00548",6.391167,-162.4797,96349.451665
"Kingman","KIN-00477",6.378417,-162.4209,32230.850565
"Kingman","KIN-00488",6.415133,-162.3548,164819.4528
"Kingman","KIN-00556",6.409116,-162.4572,79006.251335
"Kingman","KIN-00586",6.401031,-162.4682,92237.801565
"Kingman","KIN-00588",6.406631,-162.4499,77320.45131
"Kingman","KIN-00599",6.413521,-162.4396,71160.50122
"Kingman","KIN-00440",6.448944,-162.3993,166814.70285
"Kingman","KIN-00652",6.411005,-162.4396,71160.50122
"French Frigate","FFS-04112",23.62992,-166.1115,58662.1260225
"French Frigate","FFS-04110",23.63911,-166.1764,15051.65025
"French Frigate","FFS-04153",23.88084,-166.2357,277574.10495
"French Frigate","FFS-04154",23.88237,-166.2626,274407.7549
"French Frigate","FFS-04155",23.87837,-166.2747,260717.6047
"Pearl & Hermes","PHR-04018",27.96677,-175.7707,315222.38045
"Pearl & Hermes","PHR-04085",27.93666,-175.868,285065.40485
"Pearl & Hermes","PHR-04014",27.95586,-175.8358,289735.95495
"Pearl & Hermes","PHR-04099",27.78191,-175.8836,30816.60054
"Pearl & Hermes","PHR-04006",27.75476,-175.9417,37695.350625
"Pearl & Hermes","PHR-04007",27.77007,-175.8974,34576.500595
"Pearl & Hermes","PHR-04100",27.77282,-175.9833,224605.7538
"Pearl & Hermes","PHR-04016",27.84424,-175.993,270433.70465
"Pearl & Hermes","PHR-04102",27.85966,-175.9545,258831.20445
"Kure","KUR-04003",28.38796,-178.3624,241398.154
"Kure","KUR-04010",28.38538,-178.3401,34044.3755875
"Kure","KUR-04011",28.39564,-178.3703,237904.85405
"Kure","KUR-04016",28.42291,-178.3742,285079.7049
"Kure","KUR-04017",28.44404,-178.3568,0
"Kure","KUR-04002",28.45335,-178.3542,305428.4051
"Lisianski","LIS-04103",26.06225,-174.016,250776.6544
"Lisianski","LIS-04128",26.07084,-173.9973,258063.10445
"Lisianski","LIS-04110",26.04202,-174.0178,230060.05395
"Lisianski","LIS-04116",26.01997,-173.9856,196027.15345
"Lisianski","LIS-04124",25.98984,-173.9759,201927.75355
"Lisianski","LIS-04136",26.04746,-173.9641,87047.251455
"Lisianski","LIS-04125",25.94525,-173.9709,217096.5537
"Lisianski","LIS-04121",25.94626,-173.9424,184504.2532
"Lisianski","LIS-04117",25.96678,-173.9792,204220.20355
"Lisianski","LIS-04105",26.09985,-173.9815,292611.855
"Lisianski","LIS-04115",26.08264,-173.9288,290826.75485
"Laysan","LAY-05016",25.7769,-171.7444,258591.05445
"Laysan","LAY-05007",25.78959,-171.74,298967.30515
"Laysan","LAY-05002",25.78433,-171.7582,258512.10445
"Laysan","LAY-05010",25.76528,-171.7502,214693.3537
"Laysan","LAY-05008",25.77293,-171.7634,253403.45435
"Maui","MAI-02165",20.76016,-156.4683,0
"Maui","MAI-02184",20.6385,-156.4519,0
"Maui","MAI-02188",20.75391,-156.4683,0
"Maui","MAI-02109",20.94041,-156.2627,148778.55255
"Maui","MAI-02104",20.8295,-156.0858,148526.0025
"Kahoolawe","KAH-00385",20.60233,-156.5905,0
"Kahoolawe","KAH-00370",20.60883,-156.5705,324.79999735
"Kahoolawe","KAH-00336",20.53455,-156.6985,30583.5
"Kahoolawe","KAH-00358",20.56181,-156.6596,1271.7500105
"Kahoolawe","KAH-00369",20.5797,-156.6251,322.5
"Kahoolawe","KAH-00363",20.5545,-156.6793,4282.00011
"Kahoolawe","KAH-00327",20.52063,-156.6963,36564.150515
"Maui","MAI-02307",20.90757,-156.6893,0
"Maui","MAI-02309",20.81922,-156.6306,0
"Molokai","MOL-02115",21.15767,-157.281,147689.9016
"Molokai","MOL-02126",21.11992,-157.3003,150007.00455
"Molokai","MOL-02116",21.09418,-157.3042,112838.5
"Molokai","MOL-02105",21.08267,-157.2556,19266.199625
"Lanai","LAN-01600",20.89418,-156.8594,28851.75
"Lanai","LAN-01618",20.92628,-156.9324,48563.499425
"Lanai","LAN-01648",20.93127,-156.9851,51647.04995
"Lanai","LAN-01643",20.9284,-157.017,50354.849405
"Lanai","LAN-01662",20.75417,-156.8456,19266.199625
"Lanai","LAN-01701",20.78408,-156.8174,23081.599555
"Lanai","LAN-01693",20.73545,-156.9213,19298.999625
"Lanai","LAN-01679",20.73176,-156.9553,19315.399625
"Kauai","KAU-01729",21.9537,-159.7081,19872.40004
"Kauai","KAU-01739",21.92225,-159.6456,19975.849615
"Kauai","KAU-01748",21.88926,-159.5861,19922.19961
"Kauai","KAU-01764",21.93289,-159.6694,19938.499615
"Kauai","KAU-01732",21.88535,-159.5067,19528.59962
"Kauai","KAU-01785",21.885,-159.5367,19298.999625
"Kauai","KAU-01704",21.87967,-159.5099,19790.999615
"Kauai","KAU-01815",22.20766,-159.6162,179416.60125
"Kauai","KAU-01848",22.16623,-159.687,183658.6013
"Kauai","KAU-01875",22.11611,-159.7388,149444.75
"Kauai","KAU-01851",22.07709,-159.7767,156292.5
"Kauai","KAU-01874",22.07064,-159.7795,162185.625
"Kauai","KAU-01799",22.15704,-159.7249,187985.605
"Kauai","KAU-01766",22.08463,-159.301,135588.5
"Kauai","KAU-01709",22.11824,-159.2871,148722.25
"Kauai","KAU-01763",21.98523,-159.3309,126180.75
"Kauai","KAU-01771",21.9309,-159.3619,118656.5
"Niihau","NII-01726",21.96689,-160.1311,148807.6029
"Niihau","NII-01736",21.9281,-160.1851,155881.25
"Niihau","NII-01719",21.86845,-160.2363,148365.60455
"Niihau","NII-01745",21.80794,-160.2433,150720.5
"Hawaii","HAW-03261",19.08456,-155.5428,46531.800805
"Hawaii","HAW-03291",18.944,-155.6307,52008.30092
"Hawaii","HAW-03281",19.02523,-155.5704,50200.150895
"Hawaii","HAW-03288",18.96514,-155.62,9912.900173
"Hawaii","HAW-03132",19.54405,-154.8445,100668.5517
"Hawaii","HAW-03151",19.5992,-154.9366,86527.201495
"Hawaii","HAW-03157",19.741,-155.0308,83762.2764225
"Hawaii","HAW-03204",19.64395,-154.981,74066.876245
"Hawaii","HAW-03148",19.45348,-154.8422,59582.051025
"Hawaii","HAW-03172",19.46677,-154.8315,58431.30103
"Hawaii","HAW-03186",19.5805,-154.9122,92791.80162
"Hawaii","HAW-03192",19.53519,-154.8339,101044.2517
"Hawaii","HAW-03095",19.47918,-155.9329,32.000001195
"Hawaii","HAW-03042",19.54732,-155.9618,5265.7500855
"Hawaii","HAW-03106",19.64897,-156.0288,99.40000224
"Hawaii","HAW-03326",19.73307,-156.0568,5539.1501065
"Hawaii","HAW-03057",19.38397,-155.9034,4032.400069
"Hawaii","HAW-03321",19.15241,-155.9161,18153.3003
"Hawaii","HAW-03084",19.16825,-155.909,20104.75034
"Hawaii","HAW-03008",19.20787,-155.9032,19049.950315
"Hawaii","HAW-03087",19.26251,-155.896,23456.000415
"Lanai","LAN-01721",20.74256,-156.9711,65052.800915
"Lanai","LAN-01681",20.81752,-156.802,26795.90031
"Lanai","LAN-01661",20.85728,-156.8223,14109.20031
"Lanai","LAN-01724",20.75949,-156.8354,19266.199625
"Lanai","LAN-01684",20.74099,-156.8808,19266.199625
"Lanai","LAN-01671",20.83338,-156.8071,13772.27518
"Lanai","LAN-01695",20.75684,-156.847,19266.199625
"Maui","MAI-02206",20.79162,-156.5735,0
"Maui","MAI-02192",20.8001,-156.5978,0
"Maui","MAI-02196",20.80389,-156.6171,0
"Maui","MAI-02178",20.73486,-156.4669,0
"Hawaii","HAW-03336",19.8344,-155.9933,4954.3000885
"Hawaii","HAW-03079",19.87484,-155.9204,1816.6000335
"Hawaii","HAW-03010",19.95788,-155.8615,39.050000905
"Hawaii","HAW-03317",19.85387,-155.958,4168.350072
"Hawaii","HAW-03115",19.92627,-155.8901,878.50001705
"Hawaii","HAW-03085",19.97992,-155.8311,11.85000038
"Hawaii","HAW-03075",20.06528,-155.8544,51.300000785
"Hawaii","HAW-03077",20.13448,-155.8935,58.70000124
"Hawaii","HAW-03009",20.21626,-155.9036,8761.350145
"Oahu","OAH-02833",21.29558,-157.9794,19528.59962
"Oahu","OAH-02817",21.29099,-157.865,19266.199625
"Oahu","OAH-02846",21.26175,-157.7458,20016.64961
"Oahu","OAH-02810",21.24728,-157.7825,29626.19977
"Oahu","OAH-02814",21.31227,-158.1279,108545.5
"Oahu","OAH-02909",21.33438,-158.1253,95966.951315
"Oahu","OAH-02858",21.37195,-158.1467,56529.349565
"Oahu","OAH-02906",21.39559,-158.1645,95966.951315
"Oahu","OAH-02594",21.56848,-158.2782,45559.25
"Oahu","OAH-02605",21.56482,-158.2672,25602.15035
"Oahu","OAH-02843",21.45644,-158.2142,105870.2014
"Oahu","OAH-02597",21.5575,-158.2542,37893.85053
"Oahu","OAH-02758",21.60362,-158.1108,156807
"Oahu","OAH-02781",21.64586,-158.0669,147105.1029
"Oahu","OAH-02766",21.67683,-158.0476,166598.25
"Oahu","OAH-02794",21.69301,-158.0248,187531.405
"Oahu","OAH-02796",21.62052,-158.0887,159365.5
"Oahu","OAH-02588",21.59221,-158.1892,179416.60125
"Oahu","OAH-02643",21.58785,-158.1772,173783.75
"Oahu","OAH-02621",21.58847,-158.212,182782.60125
"Oahu","OAH-02749",21.58887,-158.1594,168976.5
"Kahoolawe","KAH-00321",20.59595,-156.5536,439.35000325
"Kahoolawe","KAH-00419",20.51269,-156.543,60072.799545
"Kahoolawe","KAH-00362",20.51305,-156.6098,19042.49986
"Kahoolawe","KAH-00334",20.50641,-156.6822,36564.150515
"Oahu","OAH-02518",21.43288,-157.7176,129986.375
"Oahu","OAH-02521",21.38737,-157.6906,149388.75
"Oahu","OAH-02556",21.3676,-157.6886,147669
"Oahu","OAH-02538",21.33058,-157.6603,145441.3983
"Oahu","OAH-02564",21.4074,-157.7322,118496.5
"Oahu","OAH-02687",21.53146,-157.8204,196340.598
"Oahu","OAH-02729",21.56703,-157.8518,180881.8482
"Oahu","OAH-02667",21.59627,-157.8779,172033.0483
"Oahu","OAH-02739",21.60874,-157.8915,166881.04835
"Oahu","OAH-02569",21.2591,-157.7023,82591.17473
"French Frigate","FFS-01301",23.84157,-166.324,135829.60225
"French Frigate","FFS-01266",23.71894,-166.3379,114543.5519
"French Frigate","FFS-01284",23.63988,-166.1786,15116.400255
"French Frigate","FFS-01302",23.67175,-166.2575,189835.80315
"French Frigate","FFS-01357",23.82396,-166.2605,14539.57525
"French Frigate","FFS-01234",23.77368,-166.2486,114543.5519
"French Frigate","FFS-01258",23.77404,-166.2437,67720.07614
"Pearl & Hermes","PHR-01024",27.95412,-175.8423,288910.40495
"Pearl & Hermes","PHR-01066",27.96439,-175.7821,305915.0803
"Pearl & Hermes","PHR-01121",27.94385,-175.8463,287447.4049
"Pearl & Hermes","PHR-01129",27.93137,-175.8716,284373.60485
"Pearl & Hermes","PHR-01022",27.86261,-175.979,272402.9546
"Pearl & Hermes","PHR-01064",27.87231,-175.9595,272213.3046
"Pearl & Hermes","PHR-01139",27.89574,-175.933,282308.1548
"Pearl & Hermes","PHR-01071",27.90525,-175.913,280853.8048
"Pearl & Hermes","PHR-01095",27.76399,-175.9155,37601.450625
"Pearl & Hermes","PHR-01075",27.76914,-175.8994,36112.800615
"Pearl & Hermes","PHR-01020",27.78606,-175.773,60083.70105
"Pearl & Hermes","PHR-01097",27.80817,-175.7607,61328.70107
"Pearl & Hermes","PHR-01045",27.91951,-175.7203,106822.20195
"Pearl & Hermes","PHR-01122",27.8862,-175.7303,69393.85121
"Pearl & Hermes","PHR-01124",27.85766,-175.7405,64731.35113
"Pearl & Hermes","PHR-01117",27.8336,-175.752,61736.3010775
"Pearl & Hermes","PHR-01033",27.81351,-176.0052,270255.9046
"Pearl & Hermes","PHR-01076",27.79347,-175.9964,264567.10455
"Pearl & Hermes","PHR-01093",27.77751,-175.9907,250253.55425
"Pearl & Hermes","PHR-01138",27.75924,-175.9679,186223.5531
"Kure","KUR-00718",28.39072,-178.37,251959.4541
"Kure","KUR-00736",28.38916,-178.3583,130025.00225
"Kure","KUR-00746",28.38619,-178.3403,33186.600575
"Kure","KUR-00765",28.38802,-178.3483,48941.85081
"Kure","KUR-00748",28.38491,-178.3356,31306.15053
"Kure","KUR-00741",28.38139,-178.3129,30650.750505
"Kure","KUR-00714",28.38061,-178.3183,39284.85065
"Kure","KUR-00781",28.43898,-178.3631,291983.25495
"Kure","KUR-00754",28.44253,-178.3622,294566.80495
"Kure","KUR-00725",28.4165,-178.3802,279103.5547
"Kure","KUR-00770",28.38718,-178.3405,33186.600575
"Kure","KUR-00708",28.45127,-178.2991,316047.8553
"Kure","KUR-00734",28.45797,-178.3262,319807.25545
"Kure","KUR-00771",28.45207,-178.3422,308874.90515
"Kure","KUR-00779",28.45638,-178.3223,320999.7555
"Kure","KUR-00780",28.44431,-178.2978,262467.0545
"Kure","KUR-00706",28.40198,-178.275,93953.70159
"Kure","KUR-00753",28.43506,-178.2877,151394.92765
"Kure","KUR-00732",28.38394,-178.3221,39284.85065
"Lisianski","LIS-00780",25.92298,-173.938,218736.85365
"Lisianski","LIS-00804",25.94903,-173.965,203140.9534
"Lisianski","LIS-00785",25.97337,-173.9786,204220.20355
"Lisianski","LIS-00805",26.00798,-173.9903,196027.15345
"Lisianski","LIS-00778",25.97015,-173.8618,166278.3029
"Lisianski","LIS-00783",25.98768,-173.8822,190090.2533
"Lisianski","LIS-00795",26.00296,-173.8982,226185.0539
"Lisianski","LIS-00810",25.99809,-173.9034,226185.0539
"Lisianski","LIS-00755",26.00599,-174.0271,230137.92895
"Lisianski","LIS-00823",26.03723,-173.9656,87047.251455
"Lisianski","LIS-00830",26.06712,-173.9834,265522.754625
"Lisianski","LIS-00768",26.08365,-173.9098,291836.35485
"Lisianski","LIS-00802",26.06563,-173.9489,280215.6047
"Lisianski","LIS-00834",26.0513,-173.9547,88432.35148
"Lisianski","LIS-00820",26.06578,-173.986,248318.6544
"Lisianski","LIS-00838",26.01569,-173.9222,196027.15
"French Frigate","FFS-01272",23.78908,-166.0638,130417.05225
"French Frigate","FFS-01336",23.63705,-166.1045,51545.2009
"French Frigate","FFS-01270",23.77394,-166.0665,117874.952
"French Frigate","FFS-01341",23.66589,-166.0801,71521.4012
"French Frigate","FFS-01314",23.86214,-166.181,272598.7549
"French Frigate","FFS-01288",23.87111,-166.2048,263804.8545
"French Frigate","FFS-01271",23.87879,-166.2743,260717.6047
"French Frigate","FFS-01317",23.87658,-166.2271,277625.50495
"French Frigate","FFS-01328",23.88345,-166.258,275399.3049
"French Frigate","FFS-01309",23.87943,-166.2815,259944.30465
"French Frigate","FFS-01279",23.86382,-166.3252,240012.0042
"French Frigate","FFS-01338",23.85878,-166.3242,236968.55415
"French Frigate","FFS-01394",23.7746,-166.1987,5879.7001
"Wake","WAK-00605",19.31283,166.5941,119807.002
"Wake","WAK-00788",19.30338,166.5952,69591.20121
"Wake","WAK-00679",19.30171,166.5954,66989.801135
"Wake","WAK-00764",19.32168,166.6042,125063.8022
"Wake","WAK-00675",19.27945,166.6308,7280.400125
"Wake","WAK-00668",19.28362,166.6187,8818.100153
"Wake","WAK-00656",19.2897,166.6106,6346.6001075
"Wake","WAK-00718",19.28784,166.6135,6168.5334365
"Wake","WAK-00606",19.31559,166.6438,209109.6703
"Wake","WAK-00707",19.31384,166.6477,207804.50355
"Wake","WAK-00714",19.31597,166.6383,202367.20345
"Wake","WAK-00770",19.3152,166.6408,208712.1786
"Wake","WAK-00735",19.31387,166.6463,210319.20365
"Wake","WAK-00596",19.29536,166.6008,10673.850185
"Wake","WAK-00711",19.31732,166.5995,109082.3019
"Wake","WAK-00594",19.30301,166.6506,123144.90215
"Wake","WAK-00763",19.29754,166.6521,137310.7524
"Wake","WAK-00626",19.31568,166.6334,178521.653066667
"Wake","WAK-00688",19.31672,166.626,188086.90315
"Wake","WAK-00768",19.31512,166.6356,180777.0781
"Wake","WAK-00618",19.27103,166.6496,8162.7751385
"Wake","WAK-00700",19.27269,166.6471,7173.4001245
"Wake","WAK-00706",19.27495,166.6423,7322.6001255
"Wake","WAK-00752",19.27263,166.648,7173.4001245
"Wake","WAK-00635",19.28158,166.6566,128782.4022
"Wake","WAK-00713",19.30006,166.6511,134667.0023
"Wake","WAK-00661",19.28937,166.6571,153666.25265
"Wake","WAK-00766",19.27897,166.6557,132118.1523
"Guam","GUA-02107",13.28354,144.6581,8977.1251695
"Guam","GUA-02166",13.36846,144.6419,8965.6501525
"Guam","GUA-02193",13.33675,144.6417,8132.250154
"Guam","GUA-01869",13.24554,144.7174,43919.9757775
"Guam","GUA-02161",13.26169,144.6535,9910.750184
"Guam","GUA-01939",13.38939,144.7809,99315.851645
"Guam","GUA-02247",13.29717,144.7719,106008.4518
"Guam","GUA-02125",13.31198,144.6447,9913.23350283333
"Guam","GUA-02339",13.35017,144.6388,6394.6751225
"Guam","GUA-02231",13.37621,144.6441,9166.8501535
"Guam","GUA-01951",13.36217,144.7767,100401.90167
"Guam","GUA-02149",13.39209,144.6531,6562.76677966667
"Guam","GUA-01864",13.24409,144.7145,46942.550825
"Guam","GUA-02258",13.31976,144.7734,102387.9017
"Guam","GUA-02319",13.62714,144.9004,105275.95175
"Guam","GUA-02332",13.64773,144.8494,23527.35041
"Guam","GUA-02140",13.61871,144.8336,11805.000215
"Guam","GUA-02351",13.59778,144.8319,9000.5501525
"Guam","GUA-02016",13.58739,144.9528,105963.30175
"Guam","GUA-01906",13.52564,144.9306,107118.8518
"Guam","GUA-01919",13.53979,144.9338,105963.30175
"Guam","GUA-02020",13.57572,144.9499,106593.718466667
"Guam","GUA-02254",13.54973,144.9395,106526.0518
"Rota","ROT-00604",14.19412,145.2216,59602.651055
"Rota","ROT-00617",14.14285,145.1367,28103.550485
"Rota","ROT-00633",14.17166,145.1753,50899.10087
"Rota","ROT-00673",14.17576,145.1965,40356.000705
"Rota","ROT-00697",14.11398,145.2097,81188.301385
"Rota","ROT-00656",14.1131,145.1804,16068.300265
"Rota","ROT-00584",14.11721,145.1684,5620.850093
"Rota","ROT-00706",14.13334,145.1567,4929.32507625
"Rota","ROT-00711",14.19857,145.2671,120377.302
"Rota","ROT-00681",14.17383,145.2852,114984.20195
"Rota","ROT-00703",14.15112,145.2479,15127.100255
"Rota","ROT-00693",14.14708,145.2378,46943.75082
"Rota","ROT-00658",14.20293,145.2485,120853.8021
"Guam","GUA-02274",13.43997,144.8204,80902.1514
"Guam","GUA-01908",13.46328,144.8554,97037.301675
"Guam","GUA-01870",13.48168,144.8685,89669.551555
"Guam","GUA-01944",13.50579,144.8922,83327.45146
"Tinian","TIN-00569",14.93001,145.6301,13429.5002325
"Tinian","TIN-00576",14.94943,145.6275,12249.2002116667
"Tinian","TIN-00593",15.01318,145.5843,12419.5752125
"Tinian","TIN-00607",14.97217,145.6115,12712.15022
"Tinian","TIN-00557",14.98425,145.6078,12462.450215
"Saipan","SAI-01068",15.28137,145.8006,24447.150425
"Saipan","SAI-01520",15.27032,145.7874,21885.40038
"Saipan","SAI-01579",15.27388,145.7922,26692.250445
