"","SITE","OBS_YEAR","PeakDHW","PeakDate"
"3759","JAR-02039",2019,5.82000017166138,"2019-06-17"
"3760","JAR-01931",2013,0,"2013-01-01"
"3761","JAR-01931",2014,0.310000002384186,"2014-05-27"
"3762","JAR-01931",2015,29.7199993133545,"2015-12-31"
"3763","JAR-01931",2016,29.9400005340576,"2016-01-04"
"3764","JAR-01931",2017,0,"2017-01-01"
"3765","JAR-01931",2018,0,"2018-01-01"
"3766","JAR-01931",2019,5.82000017166138,"2019-06-17"
"3767","JOH-00701",2013,0,"2013-01-01"
"3768","JOH-00701",2014,0,"2014-01-01"
"3769","JOH-00701",2015,5.53000020980835,"2015-10-01"
"3770","JOH-00701",2016,0,"2016-01-01"
"3771","JOH-00701",2017,0,"2017-01-01"
"3772","JOH-00701",2018,0,"2018-01-01"
"3773","JOH-00701",2019,3.57999992370605,"2019-10-04"
"3774","JOH-00776",2013,0,"2013-01-01"
"3775","JOH-00776",2014,0,"2014-01-01"
"3776","JOH-00776",2015,5.5,"2015-10-01"
"3777","JOH-00776",2016,0,"2016-01-01"
"3778","JOH-00776",2017,0,"2017-01-01"
"3779","JOH-00776",2018,0,"2018-01-01"
"3780","JOH-00776",2019,3.10999989509583,"2019-10-04"
"3781","JOH-00711",2013,0,"2013-01-01"
"3782","JOH-00711",2014,0,"2014-01-01"
"3783","JOH-00711",2015,5.5,"2015-10-01"
"3784","JOH-00711",2016,0,"2016-01-01"
"3785","JOH-00711",2017,0,"2017-01-01"
"3786","JOH-00711",2018,0,"2018-01-01"
"3787","JOH-00711",2019,3.10999989509583,"2019-10-04"
"3788","JOH-00664",2013,0,"2013-01-01"
"3789","JOH-00664",2014,0,"2014-01-01"
"3790","JOH-00664",2015,5.67999982833862,"2015-10-01"
"3791","JOH-00664",2016,0,"2016-01-01"
"3792","JOH-00664",2017,0,"2017-01-01"
"3793","JOH-00664",2018,0,"2018-01-01"
"3794","JOH-00664",2019,3.14000010490417,"2019-10-04"
"3795","JOH-00715",2013,0,"2013-01-01"
"3796","JOH-00715",2014,0,"2014-01-01"
"3797","JOH-00715",2015,5.5,"2015-10-01"
"3798","JOH-00715",2016,0,"2016-01-01"
"3799","JOH-00715",2017,0,"2017-01-01"
"3800","JOH-00715",2018,0,"2018-01-01"
"3801","JOH-00715",2019,2.96000003814697,"2019-10-04"
"3802","JOH-00722",2013,0,"2013-01-01"
"3803","JOH-00722",2014,0,"2014-01-01"
"3804","JOH-00722",2015,5.5,"2015-10-01"
"3805","JOH-00722",2016,0,"2016-01-01"
"3806","JOH-00722",2017,0,"2017-01-01"
"3807","JOH-00722",2018,0,"2018-01-01"
"3808","JOH-00722",2019,2.96000003814697,"2019-10-04"
"3809","JOH-00765",2013,0,"2013-01-01"
"3810","JOH-00765",2014,0,"2014-01-01"
"3811","JOH-00765",2015,5.67999982833862,"2015-10-01"
"3812","JOH-00765",2016,0,"2016-01-01"
"3813","JOH-00765",2017,0,"2017-01-01"
"3814","JOH-00765",2018,0,"2018-01-01"
"3815","JOH-00765",2019,3.14000010490417,"2019-10-04"
"3816","JOH-00675",2013,0,"2013-01-01"
"3817","JOH-00675",2014,0,"2014-01-01"
"3818","JOH-00675",2015,5.34999990463257,"2015-10-01"
"3819","JOH-00675",2016,0,"2016-01-01"
"3820","JOH-00675",2017,0,"2017-01-01"
"3821","JOH-00675",2018,0,"2018-01-01"
"3822","JOH-00675",2019,2.35999989509583,"2019-10-03"
"3823","JOH-00714",2013,0,"2013-01-01"
"3824","JOH-00714",2014,0,"2014-01-01"
"3825","JOH-00714",2015,5.34999990463257,"2015-10-01"
"3826","JOH-00714",2016,0,"2016-01-01"
"3827","JOH-00714",2017,0,"2017-01-01"
"3828","JOH-00714",2018,0,"2018-01-01"
"3829","JOH-00714",2019,2.35999989509583,"2019-10-03"
"3830","JOH-00833",2013,0,"2013-01-01"
"3831","JOH-00833",2014,0,"2014-01-01"
"3832","JOH-00833",2015,5.63000011444092,"2015-10-01"
"3833","JOH-00833",2016,0,"2016-01-01"
"3834","JOH-00833",2017,0,"2017-01-01"
"3835","JOH-00833",2018,0,"2018-01-01"
"3836","JOH-00833",2019,3.44000005722046,"2019-10-03"
"3837","JOH-00843",2013,0,"2013-01-01"
"3838","JOH-00843",2014,0,"2014-01-01"
"3839","JOH-00843",2015,5.5,"2015-10-01"
"3840","JOH-00843",2016,0,"2016-01-01"
"3841","JOH-00843",2017,0,"2017-01-01"
"3842","JOH-00843",2018,0,"2018-01-01"
"3843","JOH-00843",2019,3.10999989509583,"2019-10-04"
"3844","JOH-00610",2013,0,"2013-01-01"
"3845","JOH-00610",2014,0,"2014-01-01"
"3846","JOH-00610",2015,5.48000001907349,"2015-10-01"
"3847","JOH-00610",2016,0,"2016-01-01"
"3848","JOH-00610",2017,0,"2017-01-01"
"3849","JOH-00610",2018,0,"2018-01-01"
"3850","JOH-00610",2019,3.26999998092651,"2019-10-03"
"3851","JOH-00643",2013,0,"2013-01-01"
"3852","JOH-00643",2014,0,"2014-01-01"
"3853","JOH-00643",2015,5.48000001907349,"2015-10-01"
"3854","JOH-00643",2016,0,"2016-01-01"
"3855","JOH-00643",2017,0,"2017-01-01"
"3856","JOH-00643",2018,0,"2018-01-01"
"3857","JOH-00643",2019,3.26999998092651,"2019-10-03"
"3858","JOH-00645",2013,0,"2013-01-01"
"3859","JOH-00645",2014,0,"2014-01-01"
"3860","JOH-00645",2015,5.63000011444092,"2015-10-01"
"3861","JOH-00645",2016,0,"2016-01-01"
"3862","JOH-00645",2017,0,"2017-01-01"
"3863","JOH-00645",2018,0,"2018-01-01"
"3864","JOH-00645",2019,3.44000005722046,"2019-10-03"
"3865","JOH-00613",2013,0,"2013-01-01"
"3866","JOH-00613",2014,0,"2014-01-01"
"3867","JOH-00613",2015,5.63000011444092,"2015-10-01"
"3868","JOH-00613",2016,0,"2016-01-01"
"3869","JOH-00613",2017,0,"2017-01-01"
"3870","JOH-00613",2018,0,"2018-01-01"
"3871","JOH-00613",2019,3.44000005722046,"2019-10-03"
"3872","KAH-00385",2013,0,"2013-01-01"
"3873","KAH-00385",2014,0.959999978542328,"2014-09-26"
"3874","KAH-00385",2015,9.47999954223633,"2015-10-01"
"3875","KAH-00385",2016,0,"2016-01-01"
"3876","KAH-00385",2017,0.159999996423721,"2017-09-14"
"3877","KAH-00385",2018,0,"2018-01-01"
"3878","KAH-00385",2019,9.31999969482422,"2019-10-17"
"3879","KAH-00369",2013,0,"2013-01-01"
"3880","KAH-00369",2014,0.949999988079071,"2014-09-26"
"3881","KAH-00369",2015,9.6899995803833,"2015-10-31"
"3882","KAH-00369",2016,0.140000000596046,"2016-01-01"
"3883","KAH-00369",2017,0.150000005960464,"2017-09-14"
"3884","KAH-00369",2018,0,"2018-01-01"
"3885","KAH-00369",2019,9.46000003814697,"2019-10-17"
"3886","KAH-00363",2013,0,"2013-01-01"
"3887","KAH-00363",2014,0.939999997615814,"2014-09-26"
"3888","KAH-00363",2015,9.72000026702881,"2015-10-31"
"3889","KAH-00363",2016,0.140000000596046,"2016-01-01"
"3890","KAH-00363",2017,0,"2017-01-01"
"3891","KAH-00363",2018,0,"2018-01-01"
"3892","KAH-00363",2019,9.27999973297119,"2019-10-16"
"3893","KAH-00327",2013,0,"2013-01-01"
"3894","KAH-00327",2014,0.910000026226044,"2014-09-26"
"3895","KAH-00327",2015,10,"2015-11-01"
"3896","KAH-00327",2016,0.28999999165535,"2016-01-01"
"3897","KAH-00327",2017,0,"2017-01-01"
"3898","KAH-00327",2018,0,"2018-01-01"
"3899","KAH-00327",2019,9.59000015258789,"2019-10-17"
"3900","KAH-00370",2013,0,"2013-01-01"
"3901","KAH-00370",2014,0.959999978542328,"2014-09-26"
"3902","KAH-00370",2015,9.47999954223633,"2015-10-01"
"3903","KAH-00370",2016,0,"2016-01-01"
"3904","KAH-00370",2017,0.159999996423721,"2017-09-14"
"3905","KAH-00370",2018,0,"2018-01-01"
"3906","KAH-00370",2019,9.31999969482422,"2019-10-17"
"3907","KAH-00358",2013,0,"2013-01-01"
"3908","KAH-00358",2014,0.939999997615814,"2014-09-26"
"3909","KAH-00358",2015,9.72000026702881,"2015-10-31"
"3910","KAH-00358",2016,0.140000000596046,"2016-01-01"
"3911","KAH-00358",2017,0,"2017-01-01"
"3912","KAH-00358",2018,0,"2018-01-01"
"3913","KAH-00358",2019,9.27999973297119,"2019-10-16"
"3914","KAH-00336",2013,0,"2013-01-01"
"3915","KAH-00336",2014,0.910000026226044,"2014-09-26"
"3916","KAH-00336",2015,10,"2015-11-01"
"3917","KAH-00336",2016,0.28999999165535,"2016-01-01"
"3918","KAH-00336",2017,0,"2017-01-01"
"3919","KAH-00336",2018,0,"2018-01-01"
"3920","KAH-00336",2019,9.59000015258789,"2019-10-17"
"3921","KAH-00321",2013,0,"2013-01-01"
"3922","KAH-00321",2014,0.930000007152557,"2014-09-26"
"3923","KAH-00321",2015,9.67000007629395,"2015-10-31"
"3924","KAH-00321",2016,0.280000001192093,"2016-01-01"
"3925","KAH-00321",2017,0.150000005960464,"2017-09-14"
"3926","KAH-00321",2018,0,"2018-01-01"
"3927","KAH-00321",2019,9.22000026702881,"2019-10-17"
"3928","KAH-00419",2013,0,"2013-01-01"
"3929","KAH-00419",2014,0.579999983310699,"2014-09-26"
"3930","KAH-00419",2015,9.85999965667725,"2015-10-31"
"3931","KAH-00419",2016,0.439999997615814,"2016-01-01"
"3932","KAH-00419",2017,0,"2017-01-01"
"3933","KAH-00419",2018,0,"2018-01-01"
"3934","KAH-00419",2019,9.35999965667725,"2019-10-19"
"3935","KAH-00362",2013,0,"2013-01-01"
"3936","KAH-00362",2014,0.75,"2014-09-26"
"3937","KAH-00362",2015,9.75,"2015-10-31"
"3938","KAH-00362",2016,0.150000005960464,"2016-01-01"
"3939","KAH-00362",2017,0,"2017-01-01"
"3940","KAH-00362",2018,0,"2018-01-01"
"3941","KAH-00362",2019,8.98999977111816,"2019-10-18"
"3942","KAH-00334",2013,0,"2013-01-01"
"3943","KAH-00334",2014,0.910000026226044,"2014-09-26"
"3944","KAH-00334",2015,10,"2015-11-01"
"3945","KAH-00334",2016,0.28999999165535,"2016-01-01"
"3946","KAH-00334",2017,0,"2017-01-01"
"3947","KAH-00334",2018,0,"2018-01-01"
"3948","KAH-00334",2019,9.59000015258789,"2019-10-17"
"3949","KAH-00619",2013,0,"2013-01-01"
"3950","KAH-00619",2014,0.759999990463257,"2014-09-26"
"3951","KAH-00619",2015,9.44999980926514,"2015-10-31"
"3952","KAH-00619",2016,0.28999999165535,"2016-01-01"
"3953","KAH-00619",2017,0.150000005960464,"2017-09-14"
"3954","KAH-00619",2018,0,"2018-01-01"
"3955","KAH-00619",2019,9.59000015258789,"2019-10-18"
"3956","KAH-00659",2013,0,"2013-01-01"
"3957","KAH-00659",2014,0.959999978542328,"2014-09-26"
"3958","KAH-00659",2015,9.47999954223633,"2015-10-01"
"3959","KAH-00659",2016,0,"2016-01-01"
"3960","KAH-00659",2017,0.159999996423721,"2017-09-14"
"3961","KAH-00659",2018,0,"2018-01-01"
"3962","KAH-00659",2019,9.31999969482422,"2019-10-17"
"3963","KAH-00627",2013,0,"2013-01-01"
"3964","KAH-00627",2014,0.949999988079071,"2014-09-26"
"3965","KAH-00627",2015,9.6899995803833,"2015-10-31"
"3966","KAH-00627",2016,0.140000000596046,"2016-01-01"
"3967","KAH-00627",2017,0.150000005960464,"2017-09-14"
"3968","KAH-00627",2018,0,"2018-01-01"
"3969","KAH-00627",2019,9.46000003814697,"2019-10-17"
"3970","KAH-00635",2013,0,"2013-01-01"
"3971","KAH-00635",2014,0.939999997615814,"2014-09-26"
"3972","KAH-00635",2015,9.72000026702881,"2015-10-31"
"3973","KAH-00635",2016,0.140000000596046,"2016-01-01"
"3974","KAH-00635",2017,0,"2017-01-01"
"3975","KAH-00635",2018,0,"2018-01-01"
"3976","KAH-00635",2019,9.27999973297119,"2019-10-16"
"3977","KAH-00646",2013,0,"2013-01-01"
"3978","KAH-00646",2014,0.910000026226044,"2014-09-26"
"3979","KAH-00646",2015,10,"2015-11-01"
"3980","KAH-00646",2016,0.28999999165535,"2016-01-01"
"3981","KAH-00646",2017,0,"2017-01-01"
"3982","KAH-00646",2018,0,"2018-01-01"
"3983","KAH-00646",2019,9.59000015258789,"2019-10-17"
"3984","KAH-00632",2013,0,"2013-01-01"
"3985","KAH-00632",2014,0.75,"2014-09-26"
"3986","KAH-00632",2015,9.75,"2015-10-31"
"3987","KAH-00632",2016,0.150000005960464,"2016-01-01"
"3988","KAH-00632",2017,0,"2017-01-01"
"3989","KAH-00632",2018,0,"2018-01-01"
"3990","KAH-00632",2019,8.98999977111816,"2019-10-18"
"3991","KAH-00663",2013,0,"2013-01-01"
"3992","KAH-00663",2014,0.579999983310699,"2014-09-26"
"3993","KAH-00663",2015,9.85999965667725,"2015-10-31"
"3994","KAH-00663",2016,0.439999997615814,"2016-01-01"
"3995","KAH-00663",2017,0,"2017-01-01"
"3996","KAH-00663",2018,0,"2018-01-01"
"3997","KAH-00663",2019,9.35999965667725,"2019-10-19"
"3998","KAH-00608",2013,0,"2013-01-01"
"3999","KAH-00608",2014,0.910000026226044,"2014-09-26"
"4000","KAH-00608",2015,10,"2015-11-01"
"4001","KAH-00608",2016,0.28999999165535,"2016-01-01"
"4002","KAH-00608",2017,0,"2017-01-01"
"4003","KAH-00608",2018,0,"2018-01-01"
"4004","KAH-00608",2019,9.59000015258789,"2019-10-17"
"4005","KAH-00672",2013,0,"2013-01-01"
"4006","KAH-00672",2014,0.753333350022634,"2014-09-26"
"4007","KAH-00672",2015,9.90666675567627,"2015-11-01"
"4008","KAH-00672",2016,0.246666669845581,"2016-01-01"
"4009","KAH-00672",2017,0,"2017-01-01"
"4010","KAH-00672",2018,0,"2018-01-01"
"4011","KAH-00672",2019,9.38333320617676,"2019-10-18"
"4012","KAH-00662",2013,0,"2013-01-01"
"4013","KAH-00662",2014,0.439999997615814,"2014-09-26"
"4014","KAH-00662",2015,9.86999988555908,"2015-10-31"
"4015","KAH-00662",2016,0.28999999165535,"2016-01-01"
"4016","KAH-00662",2017,0,"2017-01-01"
"4017","KAH-00662",2018,0,"2018-01-01"
"4018","KAH-00662",2019,9.35000038146973,"2019-10-19"
"4019","KAU-01231",2013,0,"2013-01-01"
"4020","KAU-01231",2014,3.35999989509583,"2014-10-12"
"4021","KAU-01231",2015,5.07999992370605,"2015-09-18"
"4022","KAU-01231",2016,0,"2016-01-01"
"4023","KAU-01231",2017,0,"2017-01-01"
"4024","KAU-01231",2018,0,"2018-01-01"
"4025","KAU-01231",2019,3.01999998092651,"2019-08-23"
"4026","KAU-01312",2013,0,"2013-01-01"
"4027","KAU-01312",2014,3.26999998092651,"2014-10-19"
"4028","KAU-01312",2015,6,"2015-09-24"
"4029","KAU-01312",2016,0,"2016-01-01"
"4030","KAU-01312",2017,0.46000000834465,"2017-09-15"
"4031","KAU-01312",2018,0,"2018-01-01"
"4032","KAU-01312",2019,2.51999998092651,"2019-08-24"
"4033","KAU-01363",2013,0,"2013-01-01"
"4034","KAU-01363",2014,3.26999998092651,"2014-10-19"
"4035","KAU-01363",2015,6,"2015-09-24"
"4036","KAU-01363",2016,0,"2016-01-01"
"4037","KAU-01363",2017,0.46000000834465,"2017-09-15"
"4038","KAU-01363",2018,0,"2018-01-01"
"4039","KAU-01363",2019,2.51999998092651,"2019-08-24"
"4040","KAU-01366",2013,0,"2013-01-01"
"4041","KAU-01366",2014,3.29999995231628,"2014-10-19"
"4042","KAU-01366",2015,5.94999980926514,"2015-09-25"
"4043","KAU-01366",2016,0,"2016-01-01"
"4044","KAU-01366",2017,0.46000000834465,"2017-09-18"
"4045","KAU-01366",2018,0,"2018-01-01"
"4046","KAU-01366",2019,2.44000005722046,"2019-08-24"
"4047","KAU-01340",2013,0,"2013-01-01"
"4048","KAU-01340",2014,3.26999998092651,"2014-10-19"
"4049","KAU-01340",2015,6,"2015-09-24"
"4050","KAU-01340",2016,0,"2016-01-01"
"4051","KAU-01340",2017,0.46000000834465,"2017-09-15"
"4052","KAU-01340",2018,0,"2018-01-01"
"4053","KAU-01340",2019,2.51999998092651,"2019-08-24"
"4054","KAU-01361",2013,0,"2013-01-01"
"4055","KAU-01361",2014,3.26999998092651,"2014-10-19"
"4056","KAU-01361",2015,6,"2015-09-24"
"4057","KAU-01361",2016,0,"2016-01-01"
"4058","KAU-01361",2017,0.46000000834465,"2017-09-15"
"4059","KAU-01361",2018,0,"2018-01-01"
"4060","KAU-01361",2019,2.51999998092651,"2019-08-24"
"4061","KAU-01339",2013,0,"2013-01-01"
"4062","KAU-01339",2014,3.19000005722046,"2014-10-19"
"4063","KAU-01339",2015,5.90000009536743,"2015-09-24"
"4064","KAU-01339",2016,0,"2016-01-01"
"4065","KAU-01339",2017,0.310000002384186,"2017-09-15"
"4066","KAU-01339",2018,0,"2018-01-01"
"4067","KAU-01339",2019,2.48000001907349,"2019-08-24"
"4068","KAU-01352",2013,0,"2013-01-01"
"4069","KAU-01352",2014,3.29999995231628,"2014-10-19"
"4070","KAU-01352",2015,5.94999980926514,"2015-09-25"
"4071","KAU-01352",2016,0,"2016-01-01"
"4072","KAU-01352",2017,0.46000000834465,"2017-09-18"
"4073","KAU-01352",2018,0,"2018-01-01"
"4074","KAU-01352",2019,2.44000005722046,"2019-08-24"
"4075","KAU-01217",2013,0,"2013-01-01"
"4076","KAU-01217",2014,3.39000010490417,"2014-10-12"
"4077","KAU-01217",2015,4.65999984741211,"2015-09-24"
"4078","KAU-01217",2016,0,"2016-01-01"
"4079","KAU-01217",2017,0.159999996423721,"2017-09-15"
"4080","KAU-01217",2018,0,"2018-01-01"
"4081","KAU-01217",2019,2.64000010490417,"2019-08-22"
"4082","KAU-01252",2013,0,"2013-01-01"
"4083","KAU-01252",2014,3.39000010490417,"2014-10-12"
"4084","KAU-01252",2015,4.65999984741211,"2015-09-24"
"4085","KAU-01252",2016,0,"2016-01-01"
"4086","KAU-01252",2017,0.159999996423721,"2017-09-15"
"4087","KAU-01252",2018,0,"2018-01-01"
"4088","KAU-01252",2019,2.64000010490417,"2019-08-22"
"4089","KAU-01293",2013,0,"2013-01-01"
"4090","KAU-01293",2014,3.48000001907349,"2014-10-18"
"4091","KAU-01293",2015,4.92000007629395,"2015-09-18"
"4092","KAU-01293",2016,0,"2016-01-01"
"4093","KAU-01293",2017,0.319999992847443,"2017-09-15"
"4094","KAU-01293",2018,0,"2018-01-01"
"4095","KAU-01293",2019,2.42000007629395,"2019-08-23"
"4096","KAU-01291",2013,0,"2013-01-01"
"4097","KAU-01291",2014,3.56666660308838,"2014-10-19"
"4098","KAU-01291",2015,5.53666671117147,"2015-09-25"
"4099","KAU-01291",2016,0,"2016-01-01"
"4100","KAU-01291",2017,0.423333326975505,"2017-09-16"
"4101","KAU-01291",2018,0,"2018-01-01"
"4102","KAU-01291",2019,2.45000004768372,"2019-08-24"
"4103","KAU-01263",2013,0,"2013-01-01"
"4104","KAU-01263",2014,3.48000001907349,"2014-10-18"
"4105","KAU-01263",2015,4.92000007629395,"2015-09-18"
"4106","KAU-01263",2016,0,"2016-01-01"
"4107","KAU-01263",2017,0.319999992847443,"2017-09-15"
"4108","KAU-01263",2018,0,"2018-01-01"
"4109","KAU-01263",2019,2.42000007629395,"2019-08-23"
"4110","KAU-01238",2013,0,"2013-01-01"
"4111","KAU-01238",2014,3.41000008583069,"2014-10-12"
"4112","KAU-01238",2015,4.61999988555908,"2015-09-24"
"4113","KAU-01238",2016,0,"2016-01-01"
"4114","KAU-01238",2017,0.150000005960464,"2017-09-15"
"4115","KAU-01238",2018,0,"2018-01-01"
"4116","KAU-01238",2019,2.65000009536743,"2019-08-22"
"4117","KAU-01729",2013,0,"2013-01-01"
"4118","KAU-01729",2014,3.60999989509583,"2014-10-19"
"4119","KAU-01729",2015,5.82000017166138,"2015-09-25"
"4120","KAU-01729",2016,0,"2016-01-01"
"4121","KAU-01729",2017,0.469999998807907,"2017-09-16"
"4122","KAU-01729",2018,0,"2018-01-01"
"4123","KAU-01729",2019,2.52999997138977,"2019-08-24"
"4124","KAU-01739",2013,0,"2013-01-01"
"4125","KAU-01739",2014,3.48000001907349,"2014-10-18"
"4126","KAU-01739",2015,4.92000007629395,"2015-09-18"
"4127","KAU-01739",2016,0,"2016-01-01"
"4128","KAU-01739",2017,0.319999992847443,"2017-09-15"
"4129","KAU-01739",2018,0,"2018-01-01"
"4130","KAU-01739",2019,2.42000007629395,"2019-08-23"
"4131","KAU-01748",2013,0,"2013-01-01"
"4132","KAU-01748",2014,3.39000010490417,"2014-10-12"
"4133","KAU-01748",2015,4.65999984741211,"2015-09-24"
"4134","KAU-01748",2016,0,"2016-01-01"
"4135","KAU-01748",2017,0.159999996423721,"2017-09-15"
"4136","KAU-01748",2018,0,"2018-01-01"
"4137","KAU-01748",2019,2.64000010490417,"2019-08-22"
"4138","KAU-01704",2013,0,"2013-01-01"
"4139","KAU-01704",2014,3.41000008583069,"2014-10-12"
"4140","KAU-01704",2015,4.61999988555908,"2015-09-24"
"4141","KAU-01704",2016,0,"2016-01-01"
"4142","KAU-01704",2017,0.150000005960464,"2017-09-15"
"4143","KAU-01704",2018,0,"2018-01-01"
"4144","KAU-01704",2019,2.65000009536743,"2019-08-22"
"4145","KAU-01732",2013,0,"2013-01-01"
"4146","KAU-01732",2014,3.41000008583069,"2014-10-12"
"4147","KAU-01732",2015,4.61999988555908,"2015-09-24"
"4148","KAU-01732",2016,0,"2016-01-01"
"4149","KAU-01732",2017,0.150000005960464,"2017-09-15"
"4150","KAU-01732",2018,0,"2018-01-01"
"4151","KAU-01732",2019,2.65000009536743,"2019-08-22"
"4152","KAU-01785",2013,0,"2013-01-01"
"4153","KAU-01785",2014,3.41000008583069,"2014-10-12"
"4154","KAU-01785",2015,4.61999988555908,"2015-09-24"
"4155","KAU-01785",2016,0,"2016-01-01"
"4156","KAU-01785",2017,0.150000005960464,"2017-09-15"
"4157","KAU-01785",2018,0,"2018-01-01"
"4158","KAU-01785",2019,2.65000009536743,"2019-08-22"
"4159","KAU-01764",2013,0,"2013-01-01"
"4160","KAU-01764",2014,3.48000001907349,"2014-10-18"
"4161","KAU-01764",2015,4.92000007629395,"2015-09-18"
"4162","KAU-01764",2016,0,"2016-01-01"
"4163","KAU-01764",2017,0.319999992847443,"2017-09-15"
"4164","KAU-01764",2018,0,"2018-01-01"
"4165","KAU-01764",2019,2.42000007629395,"2019-08-23"
"4166","KAU-01815",2013,0,"2013-01-01"
"4167","KAU-01815",2014,2.8199999332428,"2014-10-18"
"4168","KAU-01815",2015,6.40000009536743,"2015-09-24"
"4169","KAU-01815",2016,0,"2016-01-01"
"4170","KAU-01815",2017,0.629999995231628,"2017-09-16"
"4171","KAU-01815",2018,0,"2018-01-01"
"4172","KAU-01815",2019,2.33999991416931,"2019-08-25"
"4173","KAU-01799",2013,0,"2013-01-01"
"4174","KAU-01799",2014,3.26999998092651,"2014-10-19"
"4175","KAU-01799",2015,6,"2015-09-24"
"4176","KAU-01799",2016,0,"2016-01-01"
"4177","KAU-01799",2017,0.46000000834465,"2017-09-15"
"4178","KAU-01799",2018,0,"2018-01-01"
"4179","KAU-01799",2019,2.51999998092651,"2019-08-24"
"4180","KAU-01848",2013,0,"2013-01-01"
"4181","KAU-01848",2014,2.78999996185303,"2014-10-18"
"4182","KAU-01848",2015,5.84999990463257,"2015-09-24"
"4183","KAU-01848",2016,0,"2016-01-01"
"4184","KAU-01848",2017,0.449999988079071,"2017-09-15"
"4185","KAU-01848",2018,0,"2018-01-01"
"4186","KAU-01848",2019,2.49000000953674,"2019-08-24"
"4187","KAU-01875",2013,0,"2013-01-01"
"4188","KAU-01875",2014,3.19000005722046,"2014-10-19"
"4189","KAU-01875",2015,5.90000009536743,"2015-09-24"
"4190","KAU-01875",2016,0,"2016-01-01"
"4191","KAU-01875",2017,0.310000002384186,"2017-09-15"
"4192","KAU-01875",2018,0,"2018-01-01"
"4193","KAU-01875",2019,2.48000001907349,"2019-08-24"
"4194","KAU-01851",2013,0,"2013-01-01"
"4195","KAU-01851",2014,3.29999995231628,"2014-10-19"
"4196","KAU-01851",2015,5.94999980926514,"2015-09-25"
"4197","KAU-01851",2016,0,"2016-01-01"
"4198","KAU-01851",2017,0.46000000834465,"2017-09-18"
"4199","KAU-01851",2018,0,"2018-01-01"
"4200","KAU-01851",2019,2.44000005722046,"2019-08-24"
"4201","KAU-01874",2013,0,"2013-01-01"
"4202","KAU-01874",2014,3.29999995231628,"2014-10-19"
"4203","KAU-01874",2015,5.94999980926514,"2015-09-25"
"4204","KAU-01874",2016,0,"2016-01-01"
"4205","KAU-01874",2017,0.46000000834465,"2017-09-18"
"4206","KAU-01874",2018,0,"2018-01-01"
"4207","KAU-01874",2019,2.44000005722046,"2019-08-24"
"4208","KAU-01709",2013,0,"2013-01-01"
"4209","KAU-01709",2014,3.86999988555908,"2014-10-18"
"4210","KAU-01709",2015,5.76999998092651,"2015-09-18"
"4211","KAU-01709",2016,0,"2016-01-01"
"4212","KAU-01709",2017,0.479999989271164,"2017-10-15"
"4213","KAU-01709",2018,0.159999996423721,"2018-01-01"
"4214","KAU-01709",2019,3.23000001907349,"2019-09-20"
"4215","KAU-01766",2013,0,"2013-01-01"
"4216","KAU-01766",2014,3.49000000953674,"2014-10-12"
"4217","KAU-01766",2015,5.34000015258789,"2015-09-18"
"4218","KAU-01766",2016,0,"2016-01-01"
"4219","KAU-01766",2017,0.46000000834465,"2017-10-15"
"4220","KAU-01766",2018,0.150000005960464,"2018-01-01"
"4221","KAU-01766",2019,3.02999997138977,"2019-09-20"
"4222","KAU-01763",2013,0,"2013-01-01"
"4223","KAU-01763",2014,3.35999989509583,"2014-10-12"
"4224","KAU-01763",2015,5.07999992370605,"2015-09-18"
"4225","KAU-01763",2016,0,"2016-01-01"
"4226","KAU-01763",2017,0,"2017-01-01"
"4227","KAU-01763",2018,0,"2018-01-01"
"4228","KAU-01763",2019,3.01999998092651,"2019-08-23"
"4229","KAU-01771",2013,0,"2013-01-01"
"4230","KAU-01771",2014,3.52999997138977,"2014-10-12"
"4231","KAU-01771",2015,5.01000022888184,"2015-09-18"
"4232","KAU-01771",2016,0,"2016-01-01"
"4233","KAU-01771",2017,0,"2017-01-01"
"4234","KAU-01771",2018,0,"2018-01-01"
"4235","KAU-01771",2019,2.74000000953674,"2019-08-22"
"4236","KAU-02101",2013,0,"2013-01-01"
"4237","KAU-02101",2014,3.41000008583069,"2014-10-12"
"4238","KAU-02101",2015,4.61999988555908,"2015-09-24"
"4239","KAU-02101",2016,0,"2016-01-01"
"4240","KAU-02101",2017,0.150000005960464,"2017-09-15"
"4241","KAU-02101",2018,0,"2018-01-01"
"4242","KAU-02101",2019,2.65000009536743,"2019-08-22"
"4243","KAU-02119",2013,0,"2013-01-01"
"4244","KAU-02119",2014,3.39000010490417,"2014-10-12"
"4245","KAU-02119",2015,4.65999984741211,"2015-09-24"
"4246","KAU-02119",2016,0,"2016-01-01"
"4247","KAU-02119",2017,0.159999996423721,"2017-09-15"
"4248","KAU-02119",2018,0,"2018-01-01"
"4249","KAU-02119",2019,2.64000010490417,"2019-08-22"
"4250","KAU-02127",2013,0,"2013-01-01"
"4251","KAU-02127",2014,3.48000001907349,"2014-10-18"
"4252","KAU-02127",2015,4.92000007629395,"2015-09-18"
"4253","KAU-02127",2016,0,"2016-01-01"
"4254","KAU-02127",2017,0.319999992847443,"2017-09-15"
"4255","KAU-02127",2018,0,"2018-01-01"
"4256","KAU-02127",2019,2.42000007629395,"2019-08-23"
"4257","KAU-02105",2013,0,"2013-01-01"
"4258","KAU-02105",2014,3.48000001907349,"2014-10-18"
